Children Map for Subproblem Tree 23
======================================
Parent ID (x, y) -> [List of Children IDs (x, y)]
    0 (1, 15) -> [ 1 (1.90666, 14.5781); 536 (1.81235, 14.9664); 892 (1.11815, 14.6935); 1275 (1.64137, 14.5777); 1367 (1.18624, 14.3158); 1759 (1.00135, 14.4998); 2156 (1.57369, 14.3484); 2274 (1.23271, 14.5359); 2387 (0.746512, 14.4939); 2526 (1.08279, 14.7206); 2605 (0.639062, 14.7359); 2831 (1.17772, 14.6409); 2914 (1.12261, 14.041); 3039 (1.54981, 15.1768); 3251 (0.559551, 14.3845); 3386 (1.20922, 15.6585); 3780 (0.26662, 14.8612); 3889 (0.773004, 14.5879); 4366 (0.655026, 15.6767); 4632 (0.934491, 15.1947); 4809 (1.32933, 14.9078); 4953 (1.20964, 15.9156); 4969 (0.301342, 15.2766); 5147 (1.60276, 14.5448); 5174 (0.70217, 15.3533); 5209 (0.795675, 14.2394); 5301 (0.494109, 14.7756); 5538 (1.60914, 14.4703); 6120 (0.609126, 14.4655); 6346 (1.27463, 15.1064); 6916 (1.42897, 15.1056); 7726 (1.62117, 14.6191); 7805 (0.955136, 14.738); 7942 (0.724842, 14.7303); 8206 (1.79465, 14.4473); 8376 (1.71462, 15.1209); 8693 (0.424322, 15.3947); 8966 (1.53656, 14.8348); 9051 (1.29504, 14.8554); 9094 (0.596023, 14.9091); 9475 (1.04977, 15.1092); 9645 (1.0353, 15.561); 9726 (0.592647, 15.1432); 10091 (0.519131, 14.6489); 10249 (0.753432, 14.1123); 10625 (1.02268, 14.5137); 10713 (0.765792, 15.5185); 10802 (0.847834, 15.8572); 10984 (0.230616, 14.4638); 11099 (1.49481, 15.5204); 11336 (1.2745, 15.7659); 11466 (0.895268, 15.0229); 11584 (1.56742, 15.7065); 11599 (0.278599, 14.3958); 11671 (0.40504, 14.6594); 11971 (1.86897, 15.3016); 12015 (1.2056, 14.7317); 12027 (0.629757, 15.3144); 12040 (1.41604, 14.814); 12058 (0.701571, 14.435); 12513 (0.281934, 14.7526); 12696 (1.87979, 14.9286); 12777 (1.06648, 15.1254); 12853 (0.647662, 15.1387); 13036 (0.619401, 14.3967); 13522 (1.08237, 14.4301); 13643 (0.631127, 14.3467); 14088 (1.42239, 14.2195); 14205 (0.103234, 15.3873); 14266 (0.795847, 15.0308); 14318 (0.580105, 15.0731); 14441 (1.38715, 14.8364); 14466 (1.16741, 15.4166); 14550 (0.658221, 15.2216); 14711 (0.616717, 14.4751); 14748 (1.07949, 15.4498); 14749 (0.910584, 14.8709); 14916 (1.84069, 14.7018); 15163 (0.826813, 15.7318); 15322 (1.23355, 15.1969); 15386 (0.952644, 14.6219); 15401 (0.885424, 15.9155); 15571 (0.440113, 15.0761); 15664 (1.97424, 14.815); 15833 (1.79515, 15.1264); 16000 (1.36027, 14.3844); 16001 (0.507072, 14.6788); 16062 (0.181502, 15.4571); 16304 (0.331566, 15.6435); 16755 (0.59496, 14.9087); 16856 (0.464522, 15.837); 17497 (1.65716, 15.0031); 17741 (1.01053, 14.2107); 17748 (1.86498, 15.0698); 17815 (0.482975, 15.5474); 18228 (1.60485, 15.3019); 18649 (1.24264, 14.6305); 18835 (0.0865509, 15.0325); 19686 (0.0869089, 14.8772); 19770 (1.00793, 15.4203); 20346 (0.297521, 14.5265); 20853 (1.2627, 14.1128); 21375 (0.189055, 15.2042); 21882 (1.46974, 15.0436); 22325 (0.994731, 15.7); 22655 (0.939174, 15.0223); 23518 (0.233563, 14.4844); 23620 (1.34513, 14.9557); 23921 (1.02733, 14.9763); 23975 (1.5211, 15.2274); 24409 (0.460379, 14.7656); 24606 (1.59627, 14.9896); 24632 (1.6385, 14.7628); 24677 (1.63358, 15.4175); 24833 (1.14799, 14.0655); 25825 (1.42539, 15.2332); 26239 (1.4581, 15.7716); 27854 (1.47422, 14.6648); 28027 (0.420332, 14.2787); 28271 (0.295804, 15.4999); 29055 (1.51405, 15.0448); 29089 (0.326273, 15.7235); 29839 (0.676092, 14.115); 30046 (1.00525, 15.8373); 30349 (0.525378, 15.1829); 30573 (0.849619, 15.8311); 30576 (0.103207, 14.9485); 30830 (0.477529, 15.3998); 30970 (0.137476, 14.6548); 31176 (1.36224, 15.6359); 31273 (1.56012, 15.1666); 31737 (0.542433, 14.6476); 31908 (1.11337, 14.3272); 32493 (0.0847917, 15.2685); 32537 (0.792412, 14.2466); 32795 (0.628199, 15.9178); 32949 (0.964734, 15.8938); 33290 (1.84123, 14.5716); 33712 (0.369364, 14.7783); 34271 (1.75401, 14.5932); 34922 (0.746468, 15.0198); 34970 (0.137623, 15.2885); 35392 (1.94095, 15.1252); 35891 (0.2283, 14.7728); 36026 (1.63685, 15.3532); 36067 (1.3331, 14.3607); 36159 (0.955944, 15.7775); 36962 (1.6372, 14.7057); 37033 (1.17572, 14.4995); 37139 (1.12917, 15.4311); 37849 (0.182398, 14.9125); 38033 (1.04033, 14.8958); 38215 (0.364344, 14.7675); 39174 (0.451618, 15.427); 39262 (1.77045, 15.4533); 39502 (0.770095, 15.349); 40211 (1.08492, 14.9815); 40895 (1.87678, 15.4453); 41073 (1.2896, 14.1324); 41166 (0.114238, 14.7869); 41666 (1.59429, 14.6731); 41715 (0.243215, 15.4026); 42175 (1.03528, 14.8272); 42426 (1.17981, 15.2692); 42547 (1.32682, 15.726); 43751 (1.07121, 15.0292); 43880 (1.54207, 15.1252); 44608 (0.111789, 15.437); 44665 (1.75311, 14.8557); 44982 (1.54597, 14.8447); 44992 (1.69269, 15.652); 45910 (1.26176, 14.9591); 45917 (1.6043, 14.4494); 45928 (0.938868, 14.2359); 46209 (1.88124, 14.6361); 46296 (1.55993, 15.6286); 47186 (0.828699, 14.2347); 47351 (0.279203, 14.7914); 47476 (0.0945773, 14.6125); 47939 (0.31628, 15.6557); 48177 (0.921352, 14.6951); 48388 (0.868373, 15.5601); 48977 (0.92209, 14.705); 49303 (1.33751, 15.1028); 49472 (1.35325, 14.4786); 50607 (0.340073, 15.5878); 50890 (0.579947, 15.2746); 50957 (0.0636812, 14.8541); 51124 (0.8316, 14.8085); 51366 (0.575964, 14.6636); 52590 (1.39959, 14.6111); 52925 (1.15085, 15.5441); 53065 (0.908047, 14.8635); 53838 (1.34273, 14.6741); 54339 (1.73981, 14.6325); 54928 (0.567763, 15.4401); 55493 (1.20577, 14.1309); 55532 (1.88103, 14.533); 55576 (0.441248, 15.1482); 55787 (1.11642, 15.0892); 55797 (0.475262, 15.4579); 56314 (1.27519, 14.8978); 56324 (1.25689, 14.3945); 56758 (0.683542, 15.9004); 56760 (0.484572, 15.0802); 56894 (1.24516, 15.1803); 57118 (1.26842, 14.6668); 57205 (0.336227, 14.8273); 57345 (1.13139, 15.3205); 58941 (0.575361, 14.8386); 61024 (0.535121, 14.7234); 61089 (1.67885, 14.5521); 61126 (1.96796, 14.9435); 61375 (0.796933, 15.1214); 62036 (0.608719, 15.1708); 62340 (1.74879, 14.6053); 62414 (1.66967, 15.2401); 62593 (0.887261, 14.7742); 62943 (0.396771, 15.0892); 62970 (1.583, 14.5824); 63151 (0.472884, 15.7664); 63976 (0.403988, 15.2725); 64265 (1.65761, 14.8389); 65227 (0.0805745, 15.043); 65275 (0.689623, 15.4986); 66145 (1.10063, 15.4031); 66225 (1.71521, 15.2473); 66323 (0.496361, 14.8049); 67099 (0.71895, 15.3263); 67299 (0.501809, 14.3651); 67485 (0.5167, 14.7538); 67524 (0.59533, 15.2207); 68369 (1.32288, 14.8117); 68371 (0.324481, 14.6152); 69044 (1.28143, 14.8058); 69683 (0.341968, 14.7501); 70443 (1.68386, 15.692); 70500 (1.1305, 14.6946); 70615 (1.02765, 14.4979); 70626 (0.754175, 15.1786); 70678 (1.67606, 15.2124); 70956 (1.36032, 15.0268); 71269 (1.1634, 15.6152); 71391 (0.973573, 14.7829); 72043 (1.48304, 15.2041); 72062 (1.96902, 14.9682); 72363 (0.486228, 15.3211); 72587 (0.660605, 15.8596); 72855 (1.81263, 15.0247); 73480 (1.31036, 15.5416); 74037 (1.26161, 14.4623); 74396 (1.81138, 14.55); 74983 (0.540084, 15.6977); 75169 (0.40141, 14.2178); 75197 (1.54935, 15.36); 75376 (0.805798, 14.5802); 76001 (0.722597, 14.2393); 76718 (0.224557, 14.4691); 76806 (0.392687, 14.6005); 77137 (1.70637, 14.4915); 77321 (0.235253, 15.4011); 77453 (0.539031, 15.1453); 77689 (0.538297, 15.7647); 77719 (0.83884, 15.5315); 77917 (0.359461, 15.1083); 78085 (0.709099, 15.0695); 78106 (1.53853, 14.8512); 79046 (1.58117, 15.5337); 79218 (0.183638, 14.5658); 79482 (1.7216, 14.9942); 79527 (0.381532, 14.7177); 79824 (1.61261, 15.4265); 79893 (1.36865, 15.4963); 80330 (1.25101, 14.5085); 80447 (0.0981748, 15.2799); 80535 (0.481808, 15.6438); 81455 (0.337719, 14.6672); 81886 (0.576585, 14.9767); 82388 (0.79383, 14.2195); 82423 (1.24214, 14.3465); 82534 (1.24793, 15.0774); 82635 (0.644176, 14.6979); 82884 (1.67734, 14.3787); 82958 (1.08881, 15.9217); 83263 (0.473424, 14.623); 83720 (1.71937, 14.5757); 84042 (0.859163, 15.8072); 84294 (0.538977, 15.0711); 84338 (0.95757, 14.6818); 84584 (0.595455, 14.5103); 84605 (0.858728, 14.9745); 84860 (1.53853, 14.3739); 85190 (0.411179, 14.5531); 85438 (0.587145, 14.8628); 86309 (1.15612, 15.4313); 86358 (0.0499388, 14.878); 86575 (1.44988, 14.5613); 86579 (0.931523, 15.0505); 86699 (1.18721, 15.2936); 86934 (1.83595, 14.4799); 87014 (1.3679, 15.4922); 88234 (0.624761, 14.9649); 88690 (0.536543, 14.2131); 89172 (1.15528, 15.721); 89177 (1.46339, 14.3905); 90624 (1.80231, 15.2714); 90625 (1.27794, 14.6638); 90629 (1.30855, 15.8674); 90787 (1.10586, 14.5737); 90974 (0.931244, 15.9169); 91656 (0.826028, 14.416); 91740 (0.737863, 15.8396); 92453 (0.800363, 15.7977); 94017 (1.40138, 15.4734); 94093 (0.613505, 14.6632); 94180 (1.02392, 14.4251); 94757 (0.944101, 14.0292); 95017 (1.22749, 14.7023); 95934 (1.37933, 14.3471); 95958 (0.472021, 15.4613); 96385 (0.398398, 15.3019); 96631 (1.01946, 14.1381); 96760 (0.547333, 14.2674); 96777 (0.246326, 14.5782); 96785 (1.5557, 15.1778); 97534 (0.674948, 15.7173); 98460 (0.235447, 14.7379); 98622 (1.86638, 14.9458); 99457 (0.170416, 15.4877); 99652 (1.37389, 15.1712); 99709 (0.705775, 14.6977); 99808 (1.40939, 15.1826); ]
    1 (1.90666, 14.5781) -> [ 636 (2.59442, 14.286); 34692 (2.4506, 14.3262); 91897 (2.44955, 14.3263); ]
    2 (2.50184, 15.3817) -> [ ]
    34887 (10.6316, 28.306) -> [ ]
    34888 (2.35811, 22.3731) -> [ 22679 (2.40659, 22.4886); 80833 (2.56678, 22.8951); 96398 (2.50227, 22.7986); ]
    34889 (4.55848, 2.02561) -> [ 88420 (4.93755, 1.80021); ]
    34890 (17.8747, 2.17662) -> [ ]
    34891 (24.6928, 5.27451) -> [ ]
    34892 (4.52481, 22.8055) -> [ 56755 (4.99265, 23.4132); ]
    34894 (23.2793, -0.870098) -> [ ]
    34895 (9.37611, 18.2186) -> [ ]
    34896 (13.6858, 19.1148) -> [ 72831 (13.3374, 19.215); ]
    34897 (4.69557, 18.9872) -> [ 3830 (5.02613, 19.1765); ]
    34898 (22.9323, 5.52568) -> [ ]
    34899 (3.85472, 16.3165) -> [ 42728 (4.819, 16.5582); ]
    34901 (4.60276, 23.5019) -> [ ]
    34902 (13.8227, 29.6114) -> [ ]
    34903 (19.4428, 21.2956) -> [ ]
    34904 (5.92939, -1.17923) -> [ ]
    34905 (22.3816, 19.1015) -> [ ]
    34906 (2.24177, 26.0594) -> [ 79427 (2.34386, 26.4443); ]
    34907 (21.5574, 22.3687) -> [ ]
    34908 (17.4499, 6.57223) -> [ ]
    34909 (4.3787, 11.9705) -> [ ]
    34910 (18.3032, 9.75467) -> [ ]
    34911 (16.2314, -1.23807) -> [ ]
    34912 (8.97948, 16.0566) -> [ 14044 (9.14032, 15.9256); ]
    34913 (11.9946, 20.0027) -> [ ]
    34914 (8.60745, 25.8273) -> [ ]
    34915 (5.85113, 6.13936) -> [ ]
    34917 (20.4555, 1.79939) -> [ ]
    34918 (5.96673, 12.7434) -> [ 45135 (6.91982, 12.7798); ]
    34919 (23.9474, 4.0767) -> [ ]
    34920 (17.0068, 12.3501) -> [ ]
    34921 (13.3872, 2.07122) -> [ ]
    34922 (0.746468, 15.0198) -> [ 72054 (0.000186647, 15.098); ]
    34923 (21.7968, -4.55439) -> [ ]
    34924 (20.2445, 14.7572) -> [ ]
    34925 (6.57393, 28.9633) -> [ ]
    34926 (24.5872, 12.4199) -> [ ]
    34927 (3.0584, 22.2536) -> [ ]
    34928 (6.95632, 9.20295) -> [ ]
    34929 (18.2121, 13.9383) -> [ ]
    34930 (15.1492, 27.7543) -> [ ]
    34931 (7.89254, 29.7416) -> [ ]
    34932 (17.9198, 0.989897) -> [ ]
    34933 (11.4828, 17.675) -> [ ]
    34934 (7.63757, 28.8391) -> [ 69558 (8.00217, 29.2939); ]
    34935 (4.13533, -4.30882) -> [ ]
    34937 (5.72257, 7.65874) -> [ ]
    34938 (14.5872, 16.877) -> [ ]
    34939 (12.237, 16.4845) -> [ ]
    34940 (0.397497, 25.4304) -> [ ]
    34941 (21.6494, 20.948) -> [ ]
    34942 (6.59548, 2.29981) -> [ ]
    34943 (9.00652, 26.8425) -> [ ]
    34944 (18.9939, 5.97371) -> [ ]
    34945 (5.5331, 15.915) -> [ 62825 (5.82575, 15.9043); ]
    34946 (22.8115, 23.4226) -> [ ]
    34947 (7.71318, 20.1784) -> [ ]
    34948 (21.1518, 7.54639) -> [ ]
    34950 (21.0055, -4.82694) -> [ ]
    34951 (5.3558, 25.8327) -> [ ]
    34952 (19.6656, 5.54733) -> [ ]
    34954 (24.5187, 16.3655) -> [ ]
    34955 (21.6717, 25.7694) -> [ ]
    34957 (3.89573, 4.37724) -> [ 60619 (4.73478, 3.95223); 69170 (4.59701, 4.01979); ]
    34958 (18.9793, 24.2435) -> [ ]
    34959 (13.1181, 28.4984) -> [ ]
    34960 (14.9029, 11.4284) -> [ ]
    34962 (5.42338, 25.4796) -> [ ]
    34963 (15.4738, -2.8324) -> [ ]
    34964 (15.0019, -0.583945) -> [ 92935 (15.453, -0.315561); ]
    34965 (18.4846, 16.0004) -> [ ]
    34966 (6.35273, -1.49229) -> [ ]
    34967 (18.2711, 12.893) -> [ ]
    34968 (14.7726, 7.03606) -> [ ]
    34969 (1.22824, -1.51824) -> [ 82957 (1.45019, -1.84405); ]
    34971 (3.26935, 23.2763) -> [ ]
    34972 (2.05577, 13.3458) -> [ ]
    34973 (10.4792, 29.2457) -> [ ]
    34974 (11.0918, 26.1633) -> [ ]
    34975 (6.58916, 1.32837) -> [ ]
    34976 (9.93581, 21.3256) -> [ ]
    34977 (19.0714, 25.0233) -> [ ]
    34978 (13.7355, 10.2225) -> [ ]
    34979 (16.5582, 27.4825) -> [ ]
    34980 (16.2834, 12.3984) -> [ ]
    34981 (9.56748, 7.23519) -> [ ]
    34982 (13.8387, 4.8541) -> [ ]
    34983 (5.78729, 25.0665) -> [ ]
    34984 (17.8896, 7.98226) -> [ ]
    34985 (19.5663, -2.27995) -> [ ]
    34986 (5.93467, 0.780785) -> [ ]
    34987 (21.7213, -3.49916) -> [ ]
    34988 (17.6238, 12.4721) -> [ ]
    34989 (15.4878, 27.6521) -> [ ]
    34990 (21.1041, 20.8903) -> [ 99841 (20.7161, 21.7307); ]
    34991 (5.83829, -0.749324) -> [ ]
    34992 (0.829994, 7.66562) -> [ 46611 (1.03294, 7.37053); ]
    34993 (20.9382, 24.5901) -> [ ]
    34995 (7.18549, 12.4766) -> [ ]
    34996 (11.7121, 23.9882) -> [ ]
    34997 (14.42, -0.696752) -> [ ]
    34998 (12.8423, 20.6693) -> [ ]
    34999 (6.33456, 14.3308) -> [ 79828 (7.25397, 14.6521); 94016 (7.06417, 14.6161); ]
    35000 (18.7913, 19.2201) -> [ ]
    35001 (1.51053, -1.41168) -> [ 51651 (1.7284, -1.74041); ]
    35002 (18.2689, -1.37861) -> [ ]
    35003 (7.48261, 15.2586) -> [ ]
    35004 (22.7448, 6.52967) -> [ ]
    35005 (6.44174, 20.8993) -> [ 71898 (6.66938, 21.0182); ]
    35006 (23.6331, 26.1481) -> [ ]
    35007 (15.9103, 20.7138) -> [ ]
    35008 (16.4482, 5.65278) -> [ ]
    35009 (24.644, 6.12964) -> [ ]
    35010 (20.4807, 27.7) -> [ ]
    35011 (7.01798, 19.4402) -> [ ]
    35012 (9.63828, 4.14194) -> [ ]
    35013 (23.4701, 10.9579) -> [ ]
    35014 (20.3285, 3.52406) -> [ ]
    35015 (22.484, 2.14779) -> [ ]
    35016 (23.9616, -0.202249) -> [ ]
    35017 (24.4324, 28.201) -> [ ]
    35019 (4.52797, 1.9572) -> [ ]
    35020 (21.535, 20.5544) -> [ ]
    35022 (18.0825, 2.64641) -> [ ]
    35023 (4.19706, 0.151686) -> [ 99394 (4.51554, -0.189036); ]
    35024 (19.3869, 28.0463) -> [ ]
    35025 (22.7357, 8.6778) -> [ ]
    35026 (9.40375, -1.21746) -> [ ]
    35027 (21.4224, 4.99458) -> [ ]
    35028 (14.3637, 17.9024) -> [ ]
    35029 (7.29896, 24.7823) -> [ ]
    35030 (19.457, -1.53735) -> [ ]
    35031 (8.15193, 10.0679) -> [ ]
    35032 (18.1078, 9.31134) -> [ ]
    35033 (8.11282, 6.46562) -> [ ]
    35034 (17.3686, 5.26654) -> [ ]
    35035 (24.8892, 22.187) -> [ 5847 (24.6774, 23.16); 50375 (24.7739, 22.7158); ]
    35036 (19.6432, 14.4594) -> [ ]
    35037 (8.72823, 19.4273) -> [ ]
    35038 (7.04577, 0.842157) -> [ 94122 (7.98859, 0.634839); ]
    35039 (13.7056, -0.339251) -> [ ]
    35040 (5.87313, 20.5988) -> [ 92338 (6.63435, 21.0155); 94994 (6.6383, 21.0271); ]
    35041 (2.46426, 6.85133) -> [ ]
    35042 (7.44931, 19.4005) -> [ 59256 (7.74694, 19.4371); ]
    35043 (6.32525, 24.7593) -> [ ]
    35044 (3.8785, 29.5963) -> [ ]
    35045 (23.4645, -3.44891) -> [ ]
    35046 (20.123, 1.61692) -> [ ]
    35048 (13.6777, 19.4704) -> [ 77653 (13.225, 19.5814); ]
    35049 (9.21222, 21.0892) -> [ ]
    35050 (20.3032, 7.80762) -> [ ]
    35051 (14.1519, -3.25862) -> [ ]
    35052 (14.0886, 0.503633) -> [ ]
    35053 (1.48585, 0.043971) -> [ ]
    35054 (14.9617, 23.6144) -> [ ]
    35055 (20.4343, 29.222) -> [ ]
    35056 (1.02303, 8.15809) -> [ 27672 (1.37468, 7.80836); 76525 (1.28957, 7.86235); 86121 (1.32913, 7.83765); ]
    35057 (20.5228, 9.69481) -> [ ]
    35058 (3.95466, 15.9964) -> [ ]
    35059 (15.8681, 17.6124) -> [ ]
    35060 (12.1069, 21.5579) -> [ ]
    35061 (18.1442, -4.90915) -> [ ]
    35062 (21.1099, 12.434) -> [ ]
    35064 (19.8925, 14.9303) -> [ ]
    35065 (11.9149, 3.40902) -> [ ]
    35066 (16.2995, 6.30698) -> [ ]
    35068 (24.5077, -2.98067) -> [ ]
    35069 (6.35002, 10.7576) -> [ 79584 (7.16733, 11.0829); ]
    35070 (11.6306, 8.07452) -> [ ]
    35071 (2.2067, 28.071) -> [ ]
    35072 (18.3513, 4.98003) -> [ ]
    35073 (7.09934, 17.6949) -> [ ]
    35074 (10.2578, 19.0691) -> [ ]
    35075 (5.65002, 29.0828) -> [ ]
    35077 (20.0371, 9.50839) -> [ ]
    35078 (21.6622, 0.189669) -> [ ]
    35079 (23.2264, 0.343255) -> [ ]
    35081 (6.23304, 14.3575) -> [ ]
    35082 (3.95876, 21.1928) -> [ 42619 (4.02242, 21.2805); ]
    35083 (22.5071, 16.2967) -> [ ]
    35084 (1.68681, 16.6105) -> [ 60604 (1.82736, 16.8831); ]
    35085 (0.764803, 25.694) -> [ ]
    35086 (24.6659, 26.027) -> [ ]
    35087 (21.4527, 23.7334) -> [ ]
    35088 (23.3059, 12.1638) -> [ ]
    35089 (4.27934, -2.5495) -> [ ]
    35090 (4.50262, 0.708413) -> [ ]
    35091 (15.3459, -4.40921) -> [ ]
    35092 (21.239, 23.2979) -> [ ]
    35093 (3.79893, 20.0623) -> [ ]
    35094 (2.58367, 10.4124) -> [ ]
    35095 (16.7843, 26.5214) -> [ ]
    35097 (24.0779, 2.26977) -> [ ]
    35098 (11.166, 25.7521) -> [ ]
    35099 (12.121, 4.18659) -> [ ]
    35100 (16.6782, 7.65373) -> [ ]
    35101 (5.37958, 17.3907) -> [ 14283 (5.95344, 17.5074); ]
    35102 (4.29623, 28.2508) -> [ ]
    35103 (9.2557, 9.38792) -> [ ]
    35106 (0.876032, 13.8024) -> [ 9871 (0.870698, 13.1551); 11523 (0.893514, 12.8792); ]
    35107 (23.5005, 28.5509) -> [ 38221 (23.4167, 28.6739); ]
    35108 (23.0264, 26.8449) -> [ ]
    35109 (3.46367, 1.1086) -> [ ]
    35110 (14.3539, 9.44422) -> [ ]
    35112 (9.32505, 28.9027) -> [ ]
    35113 (21.9071, 9.50786) -> [ 81289 (21.3583, 10.0952); ]
    35114 (13.4584, -1.69738) -> [ ]
    35115 (10.0983, 18.3564) -> [ ]
    35116 (0.379003, 12.4147) -> [ ]
    35117 (18.2265, 28.7256) -> [ 98843 (18.0993, 29.6649); ]
    35118 (20.1416, 3.79515) -> [ ]
    35119 (15.4973, 7.53098) -> [ ]
    35120 (4.41872, -1.7852) -> [ 92289 (4.49566, -1.85183); ]
    35121 (18.034, -1.97642) -> [ ]
    35122 (23.511, 11.5318) -> [ ]
    35123 (20.0143, 23.8555) -> [ ]
    35124 (8.90447, -3.27869) -> [ ]
    35125 (20.9815, -2.57148) -> [ ]
    35126 (23.4433, 27.3206) -> [ ]
    35127 (16.326, 23.5354) -> [ ]
    35128 (9.064, 4.65311) -> [ ]
    35129 (19.2953, -1.65746) -> [ ]
    35130 (14.4545, 6.83417) -> [ ]
    35131 (1.23983, 1.20545) -> [ ]
    35132 (19.2229, 6.01335) -> [ ]
    35133 (19.8398, 18.736) -> [ ]
    35134 (9.83235, 23.2055) -> [ ]
    35135 (3.18546, 9.78587) -> [ ]
    35136 (4.04149, -3.87652) -> [ ]
    35137 (23.3818, 9.66138) -> [ ]
    35138 (20.6617, 25.0771) -> [ ]
    35140 (2.85793, 24.7723) -> [ ]
    35141 (2.55212, 28.9277) -> [ ]
    35142 (22.157, 29.8842) -> [ ]
    35143 (13.858, 23.211) -> [ ]
    35145 (5.51277, -0.850923) -> [ 98216 (6.12461, -1.55908); ]
    35146 (10.018, -4.15095) -> [ 91769 (10.2943, -4.24159); ]
    35147 (15.1843, 19.224) -> [ ]
    35148 (20.1137, 8.80258) -> [ ]
    35149 (7.42085, 25.631) -> [ ]
    35150 (10.1971, 20.1241) -> [ 98509 (10.846, 20.3642); ]
    35151 (2.40117, 17.8054) -> [ 87660 (2.90286, 18.4622); ]
    35152 (23.28, 22.0535) -> [ 66551 (22.8031, 22.5145); ]
    35153 (13.2355, 16.8732) -> [ ]
    35154 (8.80888, -1.66389) -> [ ]
    35156 (13.3061, 1.90954) -> [ ]
    35157 (18.0829, 23.7949) -> [ ]
    35158 (4.6149, 22.1425) -> [ 34613 (4.63477, 22.1617); 36231 (4.75527, 22.2948); ]
    35159 (3.86415, 11.8406) -> [ 86917 (4.71235, 11.7427); ]
    35160 (22.3555, 10.418) -> [ ]
    35161 (21.5396, 7.34386) -> [ ]
    35162 (23.3379, 27.9053) -> [ 26124 (22.9893, 28.3502); ]
    35163 (18.5955, 16.6191) -> [ ]
    35165 (12.1896, 21.2534) -> [ ]
    35166 (23.8248, 23.7202) -> [ ]
    35167 (18.1279, 22.1686) -> [ ]
    35169 (12.8555, -3.40216) -> [ ]
    35170 (3.37063, 10.247) -> [ 80079 (3.94721, 10.0765); ]
    35171 (8.04857, -1.01819) -> [ ]
    35172 (9.43787, 0.587899) -> [ ]
    35174 (14.2611, 18.6669) -> [ ]
    35175 (10.8827, 1.57032) -> [ ]
    35176 (16.6024, 19.2692) -> [ ]
    35177 (4.08998, 20.1183) -> [ 59051 (4.36627, 20.3933); 79295 (4.22327, 20.244); 94636 (4.31272, 20.3203); ]
    35178 (8.73822, 1.86877) -> [ ]
    35179 (2.41955, 29.0533) -> [ 47473 (2.48647, 29.3946); ]
    35180 (18.6714, 17.6901) -> [ ]
    35181 (18.0904, 20.8648) -> [ ]
    35183 (4.28096, 3.48281) -> [ ]
    35184 (11.4814, 1.36191) -> [ ]
    35185 (11.6954, 17.5496) -> [ ]
    35186 (19.7879, 13.6218) -> [ ]
    35188 (24.0232, 7.80947) -> [ 97551 (24.213, 8.26159); ]
    35189 (16.9222, 4.179) -> [ ]
    35190 (0.689292, 12.7172) -> [ ]
    35191 (18.6361, 21.2993) -> [ ]
    35192 (22.9832, 5.01002) -> [ ]
    35194 (14.8559, 20.5553) -> [ ]
    35195 (22.8652, -2.87652) -> [ ]
    35196 (23.6643, 17.2479) -> [ ]
    35197 (13.4843, 2.67313) -> [ ]
    35198 (20.0647, 10.3118) -> [ ]
    35199 (3.79463, 1.33974) -> [ ]
    35200 (11.2985, 0.195499) -> [ ]
    35201 (14.9568, 11.9652) -> [ 5982 (14.0113, 12.2435); ]
    35202 (18.0874, 14.7148) -> [ ]
    35203 (10.1925, 2.11827) -> [ ]
    35204 (14.9828, 24.7924) -> [ ]
    35205 (4.33522, 28.5631) -> [ ]
    35206 (18.329, 10.923) -> [ ]
    35207 (23.1166, 25.6464) -> [ 76117 (22.9862, 25.8091); ]
    35208 (20.6326, 8.94019) -> [ ]
    35209 (20.4096, 16.238) -> [ ]
    35210 (12.3357, 27.341) -> [ ]
    35212 (18.8473, 26.9432) -> [ ]
    35213 (12.6528, 27.5276) -> [ ]
    35214 (21.2373, 25.7591) -> [ ]
    35216 (10.793, 24.4363) -> [ ]
    35217 (16.9562, -0.244239) -> [ ]
    35220 (21.992, 4.155) -> [ ]
    35221 (21.2459, 18.4967) -> [ ]
    35222 (7.93689, 1.35286) -> [ ]
    35223 (5.19868, 16.2621) -> [ ]
    35224 (24.8828, 14.3401) -> [ ]
    35225 (1.65945, 11.3293) -> [ ]
    35226 (4.03668, 24.5161) -> [ ]
    35227 (7.26156, -1.49728) -> [ ]
    35228 (8.98018, 28.6573) -> [ ]
    35229 (16.1845, 3.67209) -> [ ]
    35230 (6.72003, 19.9374) -> [ ]
    35231 (6.21327, -4.41553) -> [ ]
    35232 (7.24536, -4.55561) -> [ ]
    35233 (22.0239, 5.74539) -> [ ]
    35234 (21.2223, 7.34069) -> [ ]
    35235 (12.4271, 23.9582) -> [ ]
    35236 (15.7336, 15.5134) -> [ ]
    35237 (17.736, -3.02069) -> [ ]
    35238 (23.2687, 26.7608) -> [ 54577 (23.177, 26.8716); ]
    35239 (21.6893, 29.4454) -> [ 41151 (21.3, 29.7076); 94021 (21.1655, 29.8072); ]
    35240 (16.8533, 0.291202) -> [ ]
    35241 (12.1461, 29.2936) -> [ ]
    35242 (10.3588, 7.82018) -> [ ]
    35243 (24.8588, 19.8574) -> [ ]
    35244 (19.9642, -4.72772) -> [ ]
    35245 (6.86068, 10.0614) -> [ ]
    35246 (21.3272, 8.78063) -> [ ]
    35247 (19.9535, 28.9826) -> [ ]
    35248 (21.0629, 25.7649) -> [ ]
    35249 (23.666, 3.49557) -> [ ]
