ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
87,0,0.69841,0.30159,23.0691,1.17934,2.72581
88,0.439589,0,0.560411,22.3334,1.6533,2.7768
89,0.878095,0,0.121905,20.1928,0.984866,10.0964
90,0.882715,0,0.117285,20.1266,0.982544,10.0633
91,0.882822,0,0.117178,20.2752,0.988992,10.1376
92,0.878095,0,0.121905,20.1022,0.983278,10.0511
93,0,0.903699,0.0963015,23.093,1.08413,3.18809
94,0.882715,0,0.117285,20.256,0.985956,10.128
95,0.80445,0,0.19555,21.1002,1.06857,5.86312
96,0,0.134469,0.865531,24.3591,1.87379,2.25727
97,0.878095,0,0.121905,20.149,0.986297,10.0745
98,0.882822,0,0.117178,20.1138,0.982719,10.0569
99,0,0.7057,0.2943,23.1305,1.17215,2.85326
100,0.716262,0,0.283738,21.7128,1.34127,3.58714
101,0.878095,0,0.121905,20.3043,0.992725,10.1521
102,0.882822,0,0.117178,20.2912,0.994602,10.1456
103,0.535225,0,0.464775,22.145,1.32561,2.78424
104,0.878095,0,0.121905,20.1816,0.987282,10.0908
105,0.882822,0,0.117178,20.1507,0.986008,10.0753
106,0,0.905083,0.0949174,22.7636,1.08927,3.15952
107,0,0.131376,0.868624,24.4274,1.94643,2.28634
108,0.891211,0,0.108789,20.2094,0.986811,10.1047
109,0.878095,0,0.121905,20.1486,0.990694,10.0743
110,0.882822,0,0.117178,20.2569,0.99707,10.1284
111,0,0.688789,0.311211,23.2949,1.31114,2.54253
112,0.80445,0,0.19555,21.3176,1.09299,4.12261
113,0.878095,0,0.121905,20.1598,0.983264,10.0799
114,0.882822,0,0.117178,20.1818,1.00329,10.0909
115,0,0.857359,0.142641,23.0184,1.1094,3.24703
116,0.584656,0,0.415344,21.8848,1.27742,2.95424
117,0,0.857359,0.142641,22.8917,1.26712,2.57131
118,0.878095,0,0.121905,20.17,0.980394,10.085
119,0,0.143256,0.856744,23.9747,1.63552,2.32681
120,0,0.872529,0.127471,22.8056,1.11457,3.10611
121,0.901113,0,0.0988873,20.1945,0.986098,10.0972
122,0.878095,0,0.121905,20.1946,0.990424,10.0973
123,0,0.762732,0.237268,23.2496,1.19362,2.71849
124,0.80445,0,0.19555,21.2971,1.05111,5.15663
125,0.878095,0,0.121905,20.2264,0.983564,10.1132
126,0.882822,0,0.117178,20.1968,0.984196,10.0984
