ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
121,0.783152,0.100907,0.115941,21.3239,5.52315,10.6619
122,0.395299,0.38347,0.22123,22.0727,3.07632,11.0363
123,0.395299,0.38347,0.22123,21.659,3.18489,10.8295
124,0.472612,0.245412,0.281976,21.1278,3.7948,10.5639
125,0.481989,0.241049,0.276963,21.4923,3.07757,10.7461
126,0.479597,0.242161,0.278241,25.3153,6.54059,2.80856
127,0.48872,0.237916,0.273364,21.3446,3.8657,10.6723
128,0.465944,0.248515,0.285541,21.3875,3.50956,10.6938
129,0.748553,0,0.251447,20.8345,11.2471,10.4172
130,0.395299,0.38347,0.22123,21.7276,2.83463,10.8638
131,0.395299,0.38347,0.22123,21.6461,3.33999,10.8231
132,0.472612,0.245412,0.281976,21.5531,3.91822,10.7765
133,0.48875,0.237902,0.273348,21.2447,3.54174,10.6223
134,0.694176,0.142311,0.163514,20.857,5.15743,10.4285
135,0.485549,0.239392,0.275059,21.6026,3.64343,10.8013
136,0.484774,0.239753,0.275474,21.5312,3.00555,10.7656
137,0.748553,0,0.251447,20.5082,51.6636,10.2541
138,0.395299,0.38347,0.22123,22.4544,2.5999,11.2272
139,0.395299,0.38347,0.22123,21.6963,3.0861,10.8481
140,0.484774,0.239753,0.275474,26.1556,3.98738,2.8803
141,0.472612,0.245412,0.281976,21.6389,3.44045,10.8195
142,0.47959,0.242165,0.278245,21.6075,3.32539,10.8038
143,0.495134,0.234932,0.269934,21.0924,4.28155,10.5462
144,0.490208,0.237224,0.272568,21.3591,3.94513,10.6795
145,0.748553,0,0.251447,20.534,33.031,10.267
146,0.395299,0.38347,0.22123,22.1541,3.30573,11.0771
147,0.395299,0.38347,0.22123,21.8327,2.86556,10.9164
148,0.472612,0.245412,0.281976,25.7862,4.41006,3.0948
149,0.494423,0.235262,0.270314,21.4118,3.97542,10.7059
150,0.650436,0.162664,0.1869,21.367,4.01444,10.6835
151,0.48562,0.239359,0.275021,21.2974,3.68112,10.6487
152,0.475388,0.24412,0.280492,21.2376,3.87064,10.6188
153,0.748553,0,0.251447,23.8819,70.1477,3.91564
154,0.395299,0.38347,0.22123,21.7487,3.2371,10.8744
155,0.395299,0.38347,0.22123,22.3034,2.75624,11.1517
156,0.487946,0.238277,0.273778,21.2238,4.01176,10.6119
157,0.659466,0.158462,0.182072,20.9019,5.14736,10.4509
158,0.674269,0.151574,0.174157,20.8516,5.76888,10.4258
159,0.482229,0.240937,0.276834,21.2128,3.78235,10.6064
160,0.480265,0.241851,0.277885,21.0097,3.99175,10.5049
161,0.767456,0,0.232544,20.9853,36.3968,10.4927
162,0.395299,0.38347,0.22123,22.0865,2.68348,11.0433
163,0.395299,0.38347,0.22123,21.8317,3.26429,10.9158
164,0.480101,0.241927,0.277972,24.8125,5.6942,3.09744
165,0.680641,0.148609,0.17075,22.0519,2.96339,11.026
166,0.641905,0.166634,0.191461,20.9517,5.84274,10.4759
167,0.478959,0.242458,0.278583,21.154,3.98209,10.577
168,0.47108,0.246125,0.282795,21.3506,3.45084,10.6753
169,0.748553,0,0.251447,20.7649,6.5455,10.3824
170,0.395299,0.38347,0.22123,21.824,2.8089,10.912
171,0.395299,0.38347,0.22123,21.7274,2.75525,10.8637
172,0.747342,0.11757,0.135087,21.1112,5.46771,10.5556
173,0.661747,0.157401,0.180852,21.3866,4.46918,10.6933
174,0.660386,0.158034,0.18158,21.3392,4.74731,10.6696
175,0.483807,0.240202,0.275991,20.9667,4.38698,10.4834
176,0.477081,0.243332,0.279587,21.6223,3.72098,10.8112
177,0.748553,0,0.251447,20.7212,11.8055,10.3606
178,0.395299,0.38347,0.22123,21.4912,3.52962,10.7456
179,0.395299,0.38347,0.22123,21.5046,3.10064,10.7523
180,0.695933,0.141493,0.162574,21.4205,4.38228,10.7103
181,0.693245,0.142744,0.164011,20.8655,4.87723,10.4327
182,0.683356,0.147345,0.169299,21.3304,4.35471,10.6652
183,0.496209,0.234431,0.26936,21.6345,3.37465,10.8172
184,0.470473,0.246407,0.28312,21.2025,3.68584,10.6013
185,0.748553,0,0.251447,20.6073,196169,10.3036
186,0.395299,0.38347,0.22123,21.399,3.32626,10.6995
187,0.395299,0.38347,0.22123,21.9053,2.98204,10.9526
188,0.698164,0.140454,0.161381,21.0776,5.33856,10.5388
189,0.696195,0.141371,0.162434,21.6227,4.83688,10.8113
190,0.660172,0.158134,0.181694,21.0503,6.29394,10.5252
191,0.495727,0.234656,0.269617,21.7429,3.44518,10.8715
192,0.478242,0.242792,0.278966,21.4135,3.59511,10.7068
193,0.748553,0,0.251447,20.5365,18.5808,10.2683
194,0.395299,0.38347,0.22123,21.6471,3.76965,10.8235
195,0.393939,0.383752,0.222309,21.9178,3.25647,10.9589
196,0.719007,0.130756,0.150237,20.9941,5.30125,10.497
197,0.67694,0.150331,0.172729,21.4955,3.68911,10.7478
198,0.67625,0.150652,0.173098,21.4297,3.54507,10.7149
199,0.500619,0.232379,0.267002,22.2506,2.68308,11.1253
200,0.486905,0.238761,0.274334,21.4381,3.58123,10.7191
201,0.748553,0,0.251447,20.6528,28.8143,10.3264
202,0.395299,0.38347,0.22123,21.1735,3.28553,10.5867
203,0.395299,0.38347,0.22123,21.953,3.12753,10.9765
204,0.701832,0.138748,0.15942,21.1278,4.82985,10.5639
205,0.69664,0.141164,0.162196,21.3817,3.6373,10.6909
206,0.674582,0.151428,0.17399,20.9795,4.52896,10.4897
207,0.520782,0.222997,0.256221,21.5145,4.35971,10.7573
208,0.487913,0.238292,0.273795,21.3753,3.84971,10.6877
209,0.748553,0,0.251447,20.4061,99.8147,10.2031
210,0.395299,0.38347,0.22123,21.2036,3.31884,10.6018
211,0.38748,0.38509,0.22743,21.7073,3.08095,10.8536
212,0.693386,0.142678,0.163936,20.9884,5.60449,10.4942
213,0.678395,0.149654,0.171951,21.792,4.22096,10.896
214,0.671387,0.152915,0.175698,20.7727,8.53089,10.3863
215,0.493437,0.235721,0.270842,21.7553,2.96193,10.8777
216,0.486029,0.239168,0.274802,21.3494,4.01911,10.6747
217,0.748553,0,0.251447,20.5754,73.4615,10.2877
218,0.395299,0.38347,0.22123,21.3182,3.55592,10.6591
219,0.388449,0.384889,0.226662,26.5102,4.06991,2.57696
220,0.725126,0.127908,0.146966,20.9401,5.56038,10.4701
221,0.670749,0.153212,0.176039,21.0066,4.64909,10.5033
222,0.636805,0.169007,0.194188,21.2434,5.45631,10.6217
223,0.499761,0.232779,0.267461,21.4272,4.18941,10.7136
224,0.485428,0.239448,0.275124,21.2312,3.93248,10.6156
225,0.748553,0,0.251447,20.532,50.3579,10.266
226,0.392557,0.384038,0.223405,21.373,3.34244,10.6865
227,0.481243,0.365672,0.153085,21.6066,2.98904,10.8033
228,0.655411,0.160349,0.18424,21.6048,3.67859,10.8024
229,0.669357,0.153859,0.176783,21.1962,3.66816,10.5981
230,0.667272,0.15483,0.177898,21.173,3.78919,10.5865
231,0.489227,0.23768,0.273093,21.3654,4.06008,10.6827
232,0.480177,0.241891,0.277931,25.7092,5.01292,2.93268
233,0.748553,0,0.251447,20.8903,213853,10.4452
234,0.395299,0.38347,0.22123,21.7349,3.06688,10.8674
235,0.393273,0.38389,0.222837,21.493,3.57611,10.7465
236,0.674037,0.151682,0.174281,21.0847,3.88741,10.5423
237,0.680077,0.148871,0.171052,20.9637,5.18132,10.4819
238,0.678748,0.14949,0.171763,21.0148,5.5235,10.5074
239,0.486225,0.239077,0.274698,21.1687,3.97271,10.5844
240,0.75875,0.112262,0.128988,21.2433,4.47538,10.6216
241,0.748553,0,0.251447,20.5566,44.3144,10.2783
242,0.395299,0.38347,0.22123,21.5539,2.98594,10.777
243,0.395299,0.38347,0.22123,22.02,2.8367,11.01
244,0.672367,0.152459,0.175174,21.3406,4.82232,10.6703
245,0.667855,0.154559,0.177587,21.4171,3.82445,10.7085
246,0.644126,0.1656,0.190273,22.0786,3.18965,11.0393
