ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
87,0.525574,0,0.474426,22.5594,1.15947,2.93144
88,0,0.903612,0.0963882,22.8952,1.07575,3.29566
89,0.882031,0,0.117969,20.2405,0.984152,10.1203
90,0.882031,0,0.117969,20.2663,1.02452,10.1332
91,0,0.903612,0.0963882,23.0864,1.06791,3.36987
92,0,0.311828,0.688172,23.8953,1.52236,2.40113
93,0,0.914619,0.0853807,22.5733,1.0643,3.36333
94,0,0.9188,0.0812004,22.6822,1.06406,3.3837
95,0.870431,0,0.129569,20.1422,0.988574,10.0711
96,0,0.146543,0.853457,23.8809,1.79949,2.26309
97,0.882031,0,0.117969,20.116,0.97947,10.058
98,0.882031,0,0.117969,20.2451,0.990072,10.1226
99,0,0.34415,0.65585,24.07,1.47147,2.36819
100,0,0.293908,0.706092,23.977,1.76511,2.28939
101,0,0.37956,0.62044,23.4961,1.34019,2.4559
102,0.895556,0,0.104444,20.222,1.00395,10.111
103,0,0.722844,0.277156,23.8378,1.20542,2.68151
104,0,0.730484,0.269516,23.1266,1.14151,2.81316
105,0.80445,0,0.19555,21.2781,1.1368,4.25408
106,0.870431,0,0.129569,20.3798,0.986394,10.1899
107,0.882031,0,0.117969,20.1952,0.983306,10.0976
108,0.882031,0,0.117969,20.2852,0.981635,10.1426
109,0,0.283001,0.716999,23.889,1.5691,2.33623
110,0,0.380971,0.619029,24.3876,1.4433,2.41344
111,0.59787,0,0.40213,21.4699,1.17054,3.66149
112,0,0.894052,0.105948,22.5537,1.08032,3.22318
113,0,0.894052,0.105948,23.0657,1.07305,3.33199
114,0.870431,0,0.129569,20.1367,0.986074,10.0684
115,0.882031,0,0.117969,20.1418,0.981798,10.0709
116,0.882031,0,0.117969,20.1712,0.988376,10.0856
117,0,0.349812,0.650188,23.7034,1.41985,2.40751
118,0,0.918044,0.0819564,22.5798,1.07954,3.23916
119,0.528188,0,0.471812,22.0592,1.44583,3.1172
120,0,0.138384,0.861616,24.118,1.78242,2.29535
121,0.870431,0,0.129569,20.1831,0.985798,10.0915
122,0.882031,0,0.117969,20.156,0.980157,10.078
123,0.882031,0,0.117969,20.2244,0.990364,10.1122
124,0,0.385963,0.614037,24.207,1.49296,2.38361
125,0,0.416591,0.583409,23.1311,1.3802,2.46441
126,0.895556,0,0.104444,20.2793,0.985518,10.1396
127,0,0.726127,0.273873,23.4719,1.19759,2.73756
128,0.462581,0,0.537419,22.3341,1.28749,2.81525
129,0.870431,0,0.129569,20.1656,0.99316,10.0828
130,0.882031,0,0.117969,20.1734,0.995914,10.0867
131,0.882031,0,0.117969,20.2084,0.988829,10.1042
132,0,0.267718,0.732282,23.7285,1.57325,2.33252
133,0,0.364445,0.635555,23.8157,1.43738,2.40941
134,0.895556,0,0.104444,20.2177,0.988397,10.1089
135,0.882238,0,0.117762,20.1714,0.982512,10.0857
136,0,0.896384,0.103616,22.6216,1.08341,3.20899
137,0,0.896384,0.103616,23.217,1.07243,3.34593
138,0.870431,0,0.129569,20.1928,0.986881,10.0964
139,0.882031,0,0.117969,20.2307,0.98361,10.1154
140,0.882031,0,0.117969,20.2039,0.990163,10.1019
141,0.890623,0,0.109377,20.1523,0.98482,10.0762
142,0,0.333274,0.666726,23.41,1.39462,2.45064
143,0.80445,0,0.19555,21.2232,1.12367,5.22618
144,0,0.136912,0.863088,23.8059,1.72434,2.2908
145,0.870431,0,0.129569,20.1545,0.982323,10.0773
146,0.882238,0,0.117762,20.2266,0.98884,10.1133
147,0.882238,0,0.117762,20.2138,0.989931,10.1069
148,0.882031,0,0.117969,20.275,1.09211,10.1375
149,0.882031,0,0.117969,20.1774,0.983867,10.0887
150,0.890623,0,0.109377,20.1499,0.987285,10.075
151,0,0.740553,0.259447,23.1869,1.14285,2.84453
152,0.683523,0,0.316477,21.4605,1.06332,4.05353
153,0.870431,0,0.129569,20.2185,0.980741,10.1092
154,0.882238,0,0.117762,20.19,0.999952,10.095
155,0.882238,0,0.117762,20.1739,0.98238,10.087
156,0.882031,0,0.117969,20.171,0.995773,10.0855
157,0.882031,0,0.117969,20.2073,0.994595,10.1036
158,0,0.283837,0.716163,23.751,1.58133,2.31877
159,0.586542,0,0.413458,21.7928,1.29594,3.28027
160,0.870431,0,0.129569,20.1784,1.00114,10.0892
161,0.882238,0,0.117762,20.1416,0.989426,10.0708
162,0.882238,0,0.117762,20.1966,0.981938,10.0983
163,0.882031,0,0.117969,20.2203,0.988111,10.1102
164,0.882031,0,0.117969,20.3026,0.986082,10.1513
165,0,0.917168,0.0828316,22.6292,1.08622,3.1709
166,0.890623,0,0.109377,20.2135,0.981596,10.1067
167,0.479052,0,0.520948,22.2669,1.24073,3.03489
168,0,0.132547,0.867453,24.2415,1.95353,2.28363
169,0.870431,0,0.129569,20.1716,0.979493,10.0858
170,0.882238,0,0.117762,20.2405,0.987972,10.1203
171,0.882238,0,0.117762,20.2709,0.986903,10.1355
172,0.882031,0,0.117969,20.1916,0.984329,10.0958
173,0.882031,0,0.117969,20.2043,0.992584,10.1022
174,0.890623,0,0.109377,20.2219,0.981935,10.1109
175,0,0.687323,0.312677,23.5611,1.16561,2.76662
176,0.882074,0,0.117926,20.2638,0.983698,10.1319
177,0.870431,0,0.129569,20.9807,1.03904,5.31013
178,0.882238,0,0.117762,20.2216,0.983733,10.1108
179,0.882238,0,0.117762,20.2655,0.986179,10.1327
180,0.882031,0,0.117969,20.1725,0.988958,10.0863
181,0.882031,0,0.117969,20.1977,0.983621,10.0988
182,0,0.220589,0.779411,23.8955,1.97734,2.26172
183,0.80445,0,0.19555,20.9311,1.02441,6.49137
184,0.882238,0,0.117762,20.2629,0.986751,10.1314
185,0.882238,0,0.117762,20.1415,0.98086,10.0707
186,0.882031,0,0.117969,20.2359,0.985532,10.1179
187,0.882031,0,0.117969,20.1654,0.998034,10.0827
188,0,0.908711,0.0912888,22.4215,1.07144,3.21935
189,0,0.220126,0.779874,24.3858,1.63166,2.34484
190,0.882074,0,0.117926,20.1745,0.984606,10.0873
191,0.738383,0,0.261617,21.5971,1.1079,3.63291
192,0,0.137325,0.862675,24.1474,1.9248,2.24752
193,0.882238,0,0.117762,20.1647,1.00205,10.0824
194,0.882238,0,0.117762,20.2185,1.00019,10.1093
195,0.882031,0,0.117969,20.169,0.995005,10.0845
196,0.882031,0,0.117969,20.2151,0.984169,10.1076
197,0.882074,0,0.117926,20.2243,0.982733,10.1122
198,0,0.908711,0.0912888,23.0887,1.09417,3.12349
199,0,0.694561,0.305439,22.8189,1.20912,2.72985
200,0.533575,0,0.466425,21.9346,1.24665,3.00438
201,0.882238,0,0.117762,20.2148,0.982615,10.1074
202,0.882238,0,0.117762,20.2049,0.990656,10.1024
203,0.882031,0,0.117969,20.2209,0.986601,10.1105
204,0.882031,0,0.117969,20.165,0.981093,10.0825
205,0,0.239579,0.760421,23.4743,1.61092,2.33947
206,0.882074,0,0.117926,20.3369,0.997278,10.1685
207,0,0.892006,0.107994,22.9098,1.0666,3.30859
208,0,0.892006,0.107994,22.6563,1.11707,2.99321
209,0.898094,0,0.101906,20.1381,0.989211,10.0691
210,0.882238,0,0.117762,20.3397,0.997671,10.1698
211,0.882238,0,0.117762,20.1613,1.00371,10.0806
212,0.882031,0,0.117969,20.2127,0.982433,10.1064
213,0.882031,0,0.117969,20.3043,0.9973,10.1521
214,0.882074,0,0.117926,20.2452,0.982673,10.1226
215,0.80445,0,0.19555,21.3567,1.09787,4.12273
216,0,0.147378,0.852622,24.7305,2.09312,2.27148
217,0.882238,0,0.117762,20.2176,0.981827,10.1088
218,0.882238,0,0.117762,20.1669,0.994024,10.0835
219,0.882031,0,0.117969,20.1151,0.979829,10.0576
220,0.882031,0,0.117969,20.2153,0.984246,10.1076
221,0.882074,0,0.117926,20.1491,0.994001,10.0746
222,0,0.310922,0.689078,24.0813,1.46485,2.38499
223,0,0.658758,0.341242,23.8852,1.29255,2.57004
224,0.58759,0,0.41241,21.856,1.41404,3.12135
225,0,0.21845,0.78155,24.235,1.69172,2.30826
226,0.882238,0,0.117762,20.2133,0.985516,10.1067
227,0.882238,0,0.117762,20.2539,0.98331,10.1269
228,0.882031,0,0.117969,20.311,0.997926,10.1555
229,0.882031,0,0.117969,20.1837,0.983975,10.0918
230,0.882074,0,0.117926,20.2456,0.999541,10.1228
231,0,0.863449,0.136551,22.8854,1.15039,2.85697
232,0,0.863449,0.136551,23.0871,1.07423,3.30947
233,0.444587,0,0.555413,22.4319,1.34885,2.76193
234,0.882238,0,0.117762,20.2055,0.980701,10.1028
235,0.882238,0,0.117762,20.2736,1.01076,10.1368
236,0.882031,0,0.117969,20.1254,0.978528,10.0627
237,0.882031,0,0.117969,20.1139,0.9799,10.057
238,0.882074,0,0.117926,20.2277,0.987371,10.1139
239,0.878666,0,0.121334,20.158,0.993947,10.079
240,0.882238,0,0.117762,20.1278,0.981283,10.0639
241,0.882238,0,0.117762,20.2646,0.991291,10.1323
242,0.882031,0,0.117969,20.1467,0.986506,10.0733
243,0.882031,0,0.117969,20.097,0.981018,10.0485
244,0.882074,0,0.117926,20.1975,0.983632,10.0988
245,0,0.30686,0.69314,22.9711,1.33027,2.50681
246,0,0.913922,0.086078,23.4028,1.08137,3.33307
