Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
1.83407,5.41466,1.21453,"1;1.30175;1.45429;1.62565;1.74218;2.02097;2.32984;2.47993;2.82486;3.07936;3.46902;3.70611;4.17345;4.51472;5.42827;6.22616;7.31963;8.35763;8.79361;9.45605;10.8455;11.9191;12.9067;13.4347;15.036;16.3673;16.6518;17.704;18.0682;19.2989;20.2923;21.1731;21.5499;21.8506;22.6923;23.315;23.6467;23.8167;24.1138;24.4148;24.6742;24.8622;25.1244;25.1532;25.1358;25.0738;24.8626;24.6848;24.4392;24.0781;23.1699;22.4068;21","15;14.6685;14.397;14.0536;13.7395;12.3822;10.7916;9.98953;8.69523;7.78263;6.77484;6.2705;5.4888;5.07892;4.35236;4.00922;3.73656;3.56046;3.50097;3.44737;3.39106;3.41379;3.4619;3.50744;3.69862;4.03673;4.11768;4.46803;4.61004;5.16139;5.70534;6.24546;6.50019;6.7184;7.37285;7.98129;8.3365;8.53436;8.92079;9.34065;9.77664;10.1085;11.0577;11.2623;11.9345;12.1895;12.6335;12.9266;13.2387;13.576;14.1186;14.4833;15",5.41466,"0;1;0"
0.963567,40.9818,0.793162,"1;1.5073;2.90487;3.68573;5.13274;6.08022;6.97101;7.82046;8.47232;9.5454;10.3695;10.8024;12.0494;12.7364;13.6275;14.9699;15.7973;16.4265;17.3132;17.7907;18.4889;19.1682;19.6224;20.093;21","15;14.6301;13.7215;13.3128;12.6745;12.3598;12.1246;11.9426;11.8395;11.7114;11.6361;11.6247;11.6251;11.6893;11.8222;12.1024;12.3373;12.5361;12.8521;13.0593;13.3926;13.7365;14.0057;14.3136;15",0.810203,"0.1;0;0.9"
1.55769,5.83354,1.02381,"1;1.20949;1.42135;1.66526;1.97118;2.33993;2.37189;2.5318;3.04958;3.14038;3.63307;3.94697;4.34485;4.83288;5.53912;5.5475;6.30724;7.25255;7.56515;8.02598;8.95121;9.20423;10.1295;10.6589;11.3639;12.5329;13.5331;13.8294;14.2922;14.7084;15.4269;15.7319;16.7703;17.6826;18.1851;18.943;19.2394;19.5002;20.0491;20.333;20.5258;20.8471;21.2354;21.2957;21.4327;21.551;21.6302;21.6455;21.6171;21.4827;21.3069;21.1435;21","15;14.7543;14.405;13.7305;12.5343;10.907;10.7785;10.154;8.63378;8.43422;7.4894;6.98244;6.4411;5.9127;5.31493;5.308;4.82466;4.36514;4.24612;4.08056;3.85951;3.8228;3.71636;3.68384;3.67971;3.72744;3.86032;3.91327;4.02563;4.1375;4.37486;4.49756;4.97094;5.47217;5.8222;6.45548;6.76169;7.04706;7.73588;8.16233;8.47857;9.06648;9.98102;10.1551;10.5891;11.1684;11.9228;12.6834;13.0544;13.7058;14.3031;14.6955;15",1.55817,"0.1;0.1;0.8"
1.62178,5.58904,1.06077,"1;1.13917;1.45913;1.66345;1.8283;1.98825;2.10793;2.41455;2.50864;2.73173;2.83164;2.88876;3.11488;3.42413;3.6941;3.9537;4.14678;4.74068;4.95144;5.56313;6.00942;6.31164;6.63976;7.37904;7.84688;7.96343;8.34535;8.88346;9.43694;9.83176;10.5275;12.0336;13.1236;13.2335;14.0447;14.5075;15.3263;16.0509;16.7895;17.0986;17.8631;18.1116;18.8834;19.234;19.8362;20.1037;20.4051;20.5682;21.0091;21.5142;21.7895;21.8956;21.9683;22.1717;22.2369;22.2549;22.2254;22.1103;22.0613;21.935;21.7352;21.4854;21","15;14.8224;14.2576;13.7396;13.105;12.3806;11.7844;10.4902;10.0322;9.20666;8.88333;8.71026;8.08962;7.37734;6.90729;6.48166;6.20604;5.46433;5.25779;4.79559;4.53066;4.38419;4.25025;3.97514;3.84639;3.81929;3.73109;3.63934;3.5613;3.52246;3.48243;3.49819;3.6064;3.61752;3.74975;3.83879;4.02987;4.25907;4.54353;4.67067;5.03823;5.16796;5.68102;5.92433;6.45401;6.70726;7.03654;7.23741;7.83075;8.67888;9.27409;9.55905;9.80028;10.7947;11.3472;11.93;12.3612;12.9455;13.1188;13.4494;13.8777;14.3006;15",2.02252,"0.1;0.2;0.7"
1.6597,5.50844,1.08611,"1;1.23881;1.31054;1.5349;1.68687;1.91149;2.18237;2.42857;2.82838;2.94763;3.42218;3.75271;3.97621;4.23453;4.63637;5.0798;5.27797;6.01806;6.75161;7.53536;8.45774;9.84902;10.8372;11.4171;12.6042;13.6996;13.7953;14.512;15.7344;16.8838;17.9127;18.2397;18.4435;19.1279;19.3016;19.862;20.3689;20.5174;21.1909;21.7638;21.9339;22.3505;22.4965;22.643;22.7118;22.581;22.4037;22.0078;21.5384;21","15;14.7439;14.6392;14.2408;13.8758;13.0136;11.679;10.1279;8.70918;8.3576;7.18296;6.58334;6.20344;5.84318;5.30706;4.92236;4.78964;4.36926;4.05512;3.82717;3.648;3.45796;3.41174;3.41418;3.47633;3.61505;3.62974;3.76776;4.03405;4.40936;4.88307;5.05846;5.17217;5.59247;5.70678;6.14977;6.61548;6.76028;7.53834;8.33574;8.60656;9.55415;10.0179;10.6647;11.5186;12.608;13.1458;13.9229;14.526;15",2.47017,"0.1;0.3;0.6"
1.68523,5.47075,1.10291,"1;1.13795;1.2645;1.51255;1.67585;1.9807;2.0668;2.40241;2.5856;2.85045;3.19039;3.35624;3.5156;3.73522;4.05543;4.29642;4.41966;4.78755;5.3097;5.56547;5.99199;6.45683;7.25018;7.70834;8.66207;9.16803;9.96392;10.9474;11.7475;12.3997;13.2501;13.7835;14.832;15.7646;16.4902;17.1717;17.8051;18.4324;18.6845;19.6782;20.1957;20.941;21.4562;21.6976;22.36;22.7395;22.831;22.9848;23.0582;23.0567;23.0415;23.0214;22.7463;22.5598;22.3628;22.0475;21.5972;21","15;14.8536;14.6556;14.2266;13.789;12.4223;12.0262;10.3654;9.57981;8.6239;7.63064;7.25235;6.91696;6.52352;6.01118;5.68359;5.54021;5.14505;4.73798;4.59308;4.36583;4.15055;3.89638;3.79274;3.60274;3.53401;3.47228;3.42739;3.41277;3.44558;3.5221;3.59607;3.78756;3.99872;4.21337;4.44555;4.70397;4.98647;5.11432;5.73711;6.08178;6.75256;7.30564;7.60584;8.62768;9.49434;9.82924;10.4366;11.1916;11.467;11.6929;11.9719;12.9388;13.3344;13.6386;14.0919;14.5517;15",2.90828,"0.1;0.4;0.5"
1.71125,5.45404,1.1209,"1;1.00872;1.57016;1.76012;2.02352;2.34111;2.36598;2.77171;2.90365;3.31819;3.46863;3.56852;3.96175;4.74275;5.0392;5.44257;5.71878;6.12443;7.05914;7.7605;8.04126;8.97036;10.2424;10.9366;11.8575;12.6797;13.9996;14.6184;15.9182;16.435;17.3195;18.3396;19.2158;20.2515;20.977;21.3988;21.7401;21.9934;22.1655;22.6448;22.8964;23.2601;23.3198;23.3669;23.3843;23.3672;23.1696;23.0432;23.001;22.7137;22.0489;21.5735;21","15;14.9928;14.1749;13.5845;12.2763;10.6063;10.4831;8.81574;8.34721;7.20994;6.86759;6.66986;5.9255;4.98407;4.76293;4.53524;4.38259;4.21573;3.88907;3.73163;3.67981;3.55;3.42375;3.40394;3.42524;3.47404;3.62413;3.73234;4.01438;4.16296;4.4416;4.87021;5.32768;6.02891;6.56266;6.96925;7.34938;7.67149;7.89565;8.61747;9.1595;10.286;10.5364;11.0236;11.6479;11.8192;12.6401;12.9258;13.0105;13.535;14.2134;14.6113;15",3.34651,"0.1;0.5;0.4"
1.72905,5.4349,1.13315,"1;1.1024;1.27563;1.40913;1.62695;1.8094;2.12346;2.38422;2.67095;2.9403;3.12485;3.47688;3.77395;4.02941;4.17491;4.56898;4.87037;5.19119;5.73024;6.15129;6.90735;7.43249;7.92641;8.49697;9.68964;9.81022;10.4463;10.7745;11.8285;13.0922;14.0681;15.1618;15.7544;16.0427;17.0328;17.5763;18.5058;18.9923;19.798;19.9353;20.7915;21.0536;21.3426;21.7264;21.9152;22.4686;22.6725;23.0744;23.2116;23.3429;23.4821;23.6215;23.5657;23.502;23.3661;23.0108;22.7589;22.6323;22.4943;22.1317;21.7522;21","15;14.9024;14.6641;14.4641;13.9129;13.2002;11.7157;10.4941;9.17523;8.27046;7.65206;6.82715;6.26655;5.83034;5.61925;5.14854;4.85706;4.61916;4.32604;4.14638;3.90869;3.76219;3.65869;3.57071;3.41952;3.41015;3.38089;3.37522;3.40381;3.4826;3.59527;3.80451;3.95964;4.0363;4.33009;4.51907;4.89697;5.15323;5.59405;5.67738;6.2882;6.48908;6.73102;7.09209;7.2813;7.92087;8.21321;8.97597;9.28373;9.63147;10.074;11.0148;11.8157;12.1988;12.6308;13.2694;13.6129;13.7694;13.9271;14.2484;14.5567;15",3.77379,"0.1;0.6;0.3"
1.75876,5.42386,1.15566,"1;1.33721;1.51667;1.70893;2.02319;2.08727;2.42243;2.72054;3.10343;3.15319;3.54604;3.87825;4.0164;4.26255;4.30865;4.66254;4.91461;5.52718;6.46201;7.08673;8.60162;9.18802;10.2926;11.6246;12.5975;13.6469;14.3527;14.4525;15.7322;16.9568;17.6979;18.6836;19.4799;20.3662;21.2911;21.7602;22.5205;23.3281;23.6446;23.8513;24.0195;24.079;23.9835;23.9281;23.8626;23.4414;23.1739;22.9477;22.6523;22.3562;21.6991;21","15;14.6509;14.2529;13.6743;12.26;11.8986;10.2354;9.03937;7.80556;7.66467;6.72317;6.05753;5.82546;5.47438;5.41922;5.01757;4.80341;4.41126;4.03807;3.82897;3.53236;3.46235;3.3875;3.38212;3.45224;3.56081;3.6517;3.66546;3.93455;4.26644;4.50275;4.90847;5.32049;5.84428;6.5043;6.92914;7.65132;8.73361;9.34126;9.89355;10.5926;11.2782;12.0718;12.2418;12.4334;13.2156;13.5218;13.7619;14.0203;14.2153;14.6397;15",4.20371,"0.1;0.7;0.2"
1.77477,5.41751,1.16794,"1;1.05105;1.14311;1.38234;1.5618;1.72845;2.08845;2.3078;2.61132;2.8505;3.02371;3.17593;3.44032;3.69138;4.20949;4.42652;4.80517;5.19184;5.65469;5.98654;7.2945;7.53397;8.92004;9.32286;9.6606;10.5516;11.3182;11.719;12.0393;12.9133;14.0371;14.4713;14.9427;15.7666;16.9489;17.3694;18.2108;18.6826;19.4179;20.1608;21.0712;21.783;22.3321;22.5588;22.7443;23.2565;23.6145;23.8402;24.0917;24.1116;24.2419;24.3281;24.3218;24.2477;24.0957;23.8506;23.4789;23.2913;23.1092;22.9442;22.6577;21.89;21.6618;21","15;14.9437;14.8402;14.4871;14.0883;13.564;11.9417;10.7896;9.43007;8.50193;7.9631;7.51176;6.86082;6.33651;5.54628;5.2818;4.90923;4.58956;4.33226;4.1685;3.76993;3.71113;3.50065;3.45605;3.42693;3.3887;3.38981;3.39584;3.40578;3.46016;3.61335;3.68473;3.76557;3.94932;4.25372;4.38573;4.71351;4.9111;5.2822;5.69474;6.27828;6.81856;7.34736;7.5835;7.7814;8.42797;8.93466;9.33408;9.95516;10.0136;10.5047;11.2612;11.6402;11.985;12.4426;12.9186;13.4488;13.6405;13.7933;13.9181;14.1143;14.5857;14.6985;15",4.62828,"0.1;0.8;0.1"
1.7964,5.41599,1.1849,"1;1.16513;1.43175;1.45674;1.68779;1.83703;2.07042;2.30439;2.55836;2.96513;3.09953;3.33328;3.96585;4.17773;4.31085;4.89243;5.36665;6.25227;7.21196;8.23468;9.82442;10.7859;11.8432;13.1336;14.1756;15.2341;15.7521;16.7939;18.3672;19.5085;19.9536;20.5618;21.3377;22.0833;23.0691;23.3662;23.4697;23.854;24.0642;24.2027;24.4012;24.6214;24.6211;24.5731;24.5373;24.2343;24.1655;24.1125;23.7813;23.6196;23.5148;23.2129;22.6691;21.9691;21","15;14.807;14.3513;14.303;13.6768;13.0719;11.9296;10.6863;9.46855;8.04112;7.65146;7.10986;5.83099;5.53327;5.3757;4.77757;4.47813;4.05123;3.79404;3.59522;3.4067;3.36454;3.37347;3.46913;3.59874;3.79266;3.90459;4.18777;4.74572;5.28709;5.53693;5.9012;6.4071;7.01064;7.96039;8.34541;8.47965;9.00296;9.34982;9.64714;10.1153;11.0246;11.7508;11.986;12.0852;12.7737;12.9049;12.9956;13.4243;13.5978;13.6963;13.9252;14.2734;14.6117;15",5.05403,"0.1;0.9;0"
0.946247,44.969,0.796312,"1;2.40786;3.58981;4.85069;5.3394;5.94242;6.69585;7.69299;8.74775;9.0221;10.4668;12.0292;13.4153;14.5347;16.2382;17.0499;17.4765;18.0439;18.5978;19.8064;20.5256;21","15;14.1807;13.5854;13.0856;12.9355;12.7694;12.586;12.4015;12.2438;12.213;12.1095;12.13;12.256;12.424;12.8364;13.0865;13.2385;13.452;13.6812;14.2915;14.7072;15",0.826299,"0.2;0;0.8"
1.5477,5.89309,1.01804,"1;1.20675;1.53632;1.70518;1.78582;1.82315;2.25862;2.58975;2.70097;2.99867;3.42198;3.76385;4.37832;4.49384;4.92755;5.10977;5.90407;6.40501;6.86481;7.45723;7.77464;8.28714;8.97216;9.70821;10.6385;11.5948;11.9268;13.1638;13.8368;14.0225;14.8856;15.8724;16.1223;16.7881;17.225;17.4122;17.8233;18.219;18.8612;19.6989;20.1751;20.5598;20.8546;21.1081;21.255;21.3222;21.4739;21.5403;21.5601;21.5165;21.3901;21.1526;21","15;14.749;14.0158;13.5069;13.197;13.0679;11.2077;9.92972;9.59446;8.77491;7.85454;7.24868;6.39143;6.25391;5.83218;5.68574;5.11585;4.81037;4.59928;4.34605;4.24408;4.10494;3.95783;3.85402;3.74568;3.72009;3.73617;3.87147;4.021;4.06703;4.30919;4.67181;4.77342;5.09144;5.35547;5.46841;5.72998;6.00087;6.5103;7.39565;8.02721;8.6921;9.31359;9.95713;10.3763;10.5953;11.4456;11.9994;12.2175;13.1479;13.9164;14.6282;15",1.61147,"0.2;0.1;0.7"
1.6166,5.60492,1.05804,"1;1.26504;1.7127;1.80453;2.15248;2.47182;2.62427;2.75509;3.14084;3.48991;3.80256;4.1242;4.49832;4.91544;4.93029;5.67056;6.27508;6.53095;6.95738;7.99641;8.82433;9.62981;10.0799;10.7339;11.653;12.0534;13.2102;13.9502;14.9967;15.6842;16.256;16.6979;16.866;17.6101;17.8401;18.4766;18.8929;19.1899;19.6642;20.4723;20.712;21.2435;21.6318;21.9281;22.0389;22.1505;22.1587;22.1801;22.1585;21.9375;21.7479;21.5464;21.4492;21","15;14.7276;13.6321;13.2461;11.5877;10.1831;9.61806;9.17171;8.03161;7.30893;6.7467;6.22985;5.75972;5.28469;5.27401;4.75001;4.40871;4.29367;4.13197;3.82954;3.64122;3.54063;3.51814;3.48622;3.49372;3.51181;3.61771;3.72707;3.95027;4.14888;4.35358;4.5404;4.6191;4.96773;5.07522;5.44669;5.74563;5.97888;6.40482;7.27193;7.59022;8.40217;9.16992;10.0437;10.4688;11.2501;11.3033;11.9297;12.4239;13.3569;13.8352;14.2321;14.411;15",2.07913,"0.2;0.2;0.6"
1.65359,5.51506,1.08181,"1;1.19632;1.31689;1.38273;1.45401;1.66631;1.99701;2.12201;2.24404;2.49018;2.61449;2.76507;2.9605;3.11158;3.18972;3.39907;3.59777;3.99055;4.16924;4.80385;5.20266;5.74081;6.28954;6.75547;7.34112;7.59415;8.39915;9.32588;10.4173;11.2336;12.3176;12.9306;14.1913;15.324;15.7629;16.088;16.6093;16.952;17.4524;18.2831;18.8843;19.3731;19.9835;20.3542;20.3907;20.7876;21.0469;21.3931;21.5782;21.934;22.0612;22.2326;22.345;22.5188;22.5487;22.5957;22.6124;22.6267;22.5314;22.3455;22.2769;22.1176;21.9069;21.5252;21.3844;21","15;14.8101;14.6422;14.5146;14.3698;13.8313;12.3649;11.7518;11.1126;9.96555;9.46927;8.94325;8.33538;7.92969;7.74488;7.28704;6.87716;6.20586;5.97247;5.25637;4.95234;4.59381;4.30583;4.1095;3.91918;3.85766;3.66522;3.53043;3.43371;3.4272;3.48133;3.54103;3.71753;3.9436;4.05572;4.15605;4.33216;4.45654;4.67779;5.06823;5.43537;5.76001;6.22527;6.57094;6.60799;7.02526;7.31626;7.79762;8.08197;8.68431;8.9662;9.3769;9.69986;10.3539;10.4875;10.7959;11.0965;11.6992;12.5455;13.1518;13.3195;13.6627;14.0019;14.4698;14.6215;15",2.52614,"0.2;0.3;0.5"
