idx,Length,Risk,TravelTime,label,weight_Length,weight_Risk,weight_TravelTime
153,0.734221,0.10807,0.145073,convex,convex,0.166667,0.266667,0.566667
154,0.741115,0.102543,0.14591,concave,concave,0.166667,0.3,0.533333
155,0.749337,0.096107,0.147094,convex,convex,0.166667,0.333333,0.5
156,0.756897,0.0912522,0.148073,convex,convex,0.166667,0.366667,0.466667
157,0.762549,0.0878069,0.14885,concave,concave,0.166667,0.4,0.433333
158,0.769035,0.0842832,0.149773,convex,convex,0.166667,0.433333,0.4
159,0.774351,0.0818074,0.150514,concave,concave,0.166667,0.466667,0.366667
160,0.777445,0.080178,0.151042,convex,convex,0.166667,0.5,0.333333
161,0.783661,0.0776112,0.151922,convex,convex,0.166667,0.533333,0.3
162,0.788026,0.0760178,0.152437,convex,convex,0.166667,0.566667,0.266667
163,0.792495,0.0743816,0.153183,convex,convex,0.166667,0.6,0.233333
164,0.794131,0.073844,0.153465,convex,convex,0.166667,0.633333,0.2
165,0.79825,0.0726412,0.15395,concave,concave,0.166667,0.666667,0.166667
166,0.802944,0.0712768,0.154694,concave,concave,0.166667,0.7,0.133333
167,0.806616,0.0703615,0.155261,concave,concave,0.166667,0.733333,0.1
168,0.806811,0.0703157,0.155352,concave,concave,0.166667,0.766667,0.0666667
169,0.770999,0.0549206,0.549621,convex,convex,0.166667,0.8,0.0333333
170,0.792801,0.0494763,0.594736,convex,convex,0.166667,0.833333,0.0
171,0.501364,1.00462,0.127026,convex,convex,0.2,0.0,0.8
172,0.529004,0.836177,0.124989,convex,convex,0.2,0.0333333,0.766667
173,0.607575,0.391518,0.130007,convex,convex,0.2,0.0666667,0.733333
174,0.646999,0.255104,0.134281,convex,convex,0.2,0.1,0.7
175,0.667738,0.204341,0.136677,convex,convex,0.2,0.133333,0.666667
176,0.692864,0.157697,0.139764,convex,convex,0.2,0.166667,0.633333
177,0.7023,0.143817,0.140974,convex,convex,0.2,0.2,0.6
178,0.715787,0.126977,0.142618,concave,concave,0.2,0.233333,0.566667
179,0.724484,0.117157,0.1438,convex,convex,0.2,0.266667,0.533333
180,0.732666,0.109591,0.144832,convex,convex,0.2,0.3,0.5
181,0.739201,0.103841,0.14576,concave,concave,0.2,0.333333,0.466667
182,0.750899,0.0949876,0.147333,concave,concave,0.2,0.366667,0.433333
183,0.754892,0.0925243,0.147818,concave,concave,0.2,0.4,0.4
184,0.759816,0.0894151,0.148616,concave,concave,0.2,0.433333,0.366667
185,0.768821,0.0844104,0.149758,concave,concave,0.2,0.466667,0.333333
186,0.772607,0.0825594,0.15031,concave,concave,0.2,0.5,0.3
187,0.77361,0.082009,0.15048,concave,concave,0.2,0.533333,0.266667
188,0.781367,0.0785096,0.151641,convex,convex,0.2,0.566667,0.233333
189,0.785296,0.0770492,0.152098,concave,concave,0.2,0.6,0.2
190,0.792941,0.0743839,0.153384,concave,concave,0.2,0.633333,0.166667
191,0.791507,0.0748554,0.152989,concave,concave,0.2,0.666667,0.133333
192,0.797974,0.0727285,0.15398,concave,concave,0.2,0.7,0.1
193,0.800148,0.072134,0.154392,concave,concave,0.2,0.733333,0.0666667
194,0.758269,0.0587664,0.527589,convex,convex,0.2,0.766667,0.0333333
195,0.774515,0.0538124,0.559842,convex,convex,0.2,0.8,0.0
196,0.497159,1.02053,0.128145,convex,convex,0.233333,0.0,0.766667
197,0.517966,0.909205,0.12505,convex,convex,0.233333,0.0333333,0.733333
198,0.598202,0.432912,0.129088,convex,convex,0.233333,0.0666667,0.7
199,0.635796,0.288882,0.132993,convex,convex,0.233333,0.1,0.666667
200,0.664582,0.211192,0.136332,convex,convex,0.233333,0.133333,0.633333
201,0.684269,0.172491,0.138693,concave,concave,0.233333,0.166667,0.6
202,0.698949,0.148762,0.140467,convex,convex,0.233333,0.2,0.566667
203,0.707689,0.136672,0.141608,concave,concave,0.233333,0.233333,0.533333
204,0.714887,0.127882,0.14254,concave,concave,0.233333,0.266667,0.5
205,0.724831,0.11714,0.143778,concave,concave,0.233333,0.3,0.466667
206,0.731412,0.110652,0.144691,convex,convex,0.233333,0.333333,0.433333
207,0.744033,0.100173,0.146389,concave,concave,0.233333,0.366667,0.4
208,0.745929,0.0985925,0.146656,concave,concave,0.233333,0.4,0.366667
209,0.7572,0.0908467,0.148179,convex,convex,0.233333,0.433333,0.333333
210,0.758861,0.089814,0.148477,convex,convex,0.233333,0.466667,0.3
211,0.76858,0.084353,0.149791,convex,convex,0.233333,0.5,0.266667
212,0.769009,0.0841849,0.149916,concave,concave,0.233333,0.533333,0.233333
213,0.77551,0.0811343,0.150695,convex,convex,0.233333,0.566667,0.2
214,0.78094,0.078747,0.151551,concave,concave,0.233333,0.6,0.166667
215,0.78163,0.0784052,0.15167,convex,convex,0.233333,0.633333,0.133333
216,0.787369,0.0762305,0.152421,convex,convex,0.233333,0.666667,0.1
217,0.790371,0.075287,0.152768,concave,concave,0.233333,0.7,0.0666667
218,0.748488,0.0624186,0.510431,convex,convex,0.233333,0.733333,0.0333333
219,0.764137,0.0567962,0.54088,convex,convex,0.233333,0.766667,0.0
220,0.496752,1.02212,0.128288,convex,convex,0.266667,0.0,0.733333
221,0.507412,0.971645,0.126037,convex,convex,0.266667,0.0333333,0.7
222,0.591986,0.46127,0.128537,convex,convex,0.266667,0.0666667,0.666667
223,0.630839,0.30419,0.13249,convex,convex,0.266667,0.1,0.633333
224,0.653802,0.2375,0.135032,concave,concave,0.266667,0.133333,0.6
225,0.672946,0.193815,0.137253,convex,convex,0.266667,0.166667,0.566667
226,0.690477,0.161601,0.139469,convex,convex,0.266667,0.2,0.533333
227,0.702571,0.143681,0.140947,concave,concave,0.266667,0.233333,0.5
228,0.709087,0.134816,0.141777,convex,convex,0.266667,0.266667,0.466667
229,0.722015,0.119885,0.143496,concave,concave,0.266667,0.3,0.433333
230,0.729286,0.1127,0.144369,convex,convex,0.266667,0.333333,0.4
231,0.735802,0.10679,0.145317,concave,concave,0.266667,0.366667,0.366667
232,0.739944,0.103058,0.145849,convex,convex,0.266667,0.4,0.333333
233,0.745791,0.0987446,0.14668,concave,concave,0.266667,0.433333,0.3
234,0.754833,0.092291,0.147919,convex,convex,0.266667,0.466667,0.266667
235,0.758214,0.0903549,0.148293,concave,concave,0.266667,0.5,0.233333
236,0.764419,0.0868387,0.149257,concave,concave,0.266667,0.533333,0.2
237,0.770394,0.0835751,0.150149,concave,concave,0.266667,0.566667,0.166667
238,0.768431,0.0846296,0.149694,concave,concave,0.266667,0.6,0.133333
239,0.776915,0.0805409,0.151099,concave,concave,0.266667,0.633333,0.1
240,0.778876,0.0796302,0.15122,concave,concave,0.266667,0.666667,0.0666667
241,0.73931,0.0662056,0.494876,convex,convex,0.266667,0.7,0.0333333
242,0.751082,0.0613706,0.51712,convex,convex,0.266667,0.733333,0.0
243,0.494424,1.02897,0.129223,concave,concave,0.3,0.0,0.7
244,0.498696,1.01495,0.127724,convex,convex,0.3,0.0333333,0.666667
245,0.580581,0.518845,0.127567,convex,convex,0.3,0.0666667,0.633333
246,0.624493,0.326214,0.131753,convex,convex,0.3,0.1,0.6
247,0.647197,0.255064,0.134368,concave,concave,0.3,0.133333,0.566667
248,0.666151,0.207885,0.136557,concave,concave,0.3,0.166667,0.533333
249,0.684632,0.171752,0.138727,concave,concave,0.3,0.2,0.5
250,0.695887,0.153249,0.140097,convex,convex,0.3,0.233333,0.466667
251,0.706936,0.137623,0.141569,convex,convex,0.3,0.266667,0.433333
252,0.714955,0.127666,0.142548,convex,convex,0.3,0.3,0.4
253,0.7224,0.119847,0.143493,concave,concave,0.3,0.333333,0.366667
254,0.727593,0.114209,0.144236,concave,concave,0.3,0.366667,0.333333
255,0.739218,0.10379,0.145794,concave,concave,0.3,0.4,0.3
256,0.741364,0.102025,0.14606,concave,concave,0.3,0.433333,0.266667
257,0.750226,0.0956379,0.147203,concave,concave,0.3,0.466667,0.233333
258,0.751822,0.094332,0.147422,convex,convex,0.3,0.5,0.2
259,0.759525,0.0896274,0.148501,concave,concave,0.3,0.533333,0.166667
260,0.763546,0.0872413,0.149057,concave,concave,0.3,0.566667,0.133333
261,0.768334,0.0845767,0.149873,concave,concave,0.3,0.6,0.1
262,0.771971,0.0827627,0.150387,concave,concave,0.3,0.633333,0.0666667
263,0.725595,0.073019,0.471018,convex,convex,0.3,0.666667,0.0333333
264,0.740751,0.0655024,0.499693,convex,convex,0.3,0.7,0.0
265,0.493529,1.03071,0.129618,concave,concave,0.333333,0.0,0.666667
266,0.494472,1.02863,0.129192,convex,convex,0.333333,0.0333333,0.633333
267,0.571057,0.570245,0.126939,convex,convex,0.333333,0.0666667,0.6
268,0.61712,0.353514,0.131045,concave,concave,0.333333,0.1,0.566667
269,0.64234,0.268439,0.133765,convex,convex,0.333333,0.133333,0.533333
270,0.659665,0.222759,0.135794,convex,convex,0.333333,0.166667,0.5
271,0.674358,0.190842,0.137453,convex,convex,0.333333,0.2,0.466667
272,0.687539,0.16658,0.139175,concave,concave,0.333333,0.233333,0.433333
273,0.698137,0.149849,0.140393,convex,convex,0.333333,0.266667,0.4
274,0.708687,0.135576,0.141799,concave,concave,0.333333,0.3,0.366667
275,0.714489,0.128317,0.142546,concave,concave,0.333333,0.333333,0.333333
276,0.724706,0.117173,0.143826,concave,concave,0.333333,0.366667,0.3
277,0.733313,0.10887,0.144965,convex,convex,0.333333,0.4,0.266667
278,0.738386,0.104494,0.145625,concave,concave,0.333333,0.433333,0.233333
279,0.745872,0.0986036,0.146673,convex,convex,0.333333,0.466667,0.2
280,0.74859,0.0966839,0.147108,concave,concave,0.333333,0.5,0.166667
281,0.751267,0.094851,0.147354,concave,concave,0.333333,0.533333,0.133333
282,0.75554,0.091887,0.147994,concave,concave,0.333333,0.566667,0.1
283,0.70504,0.086309,0.436143,concave,concave,0.333333,0.6,0.0666667
284,0.715741,0.078933,0.455884,convex,convex,0.333333,0.633333,0.0333333
285,0.731619,0.0698995,0.482595,convex,convex,0.333333,0.666667,0.0
286,0.493634,1.03038,0.129565,concave,concave,0.366667,0.0,0.633333
287,0.493964,1.03,0.129435,concave,concave,0.366667,0.0333333,0.6
288,0.56205,0.622573,0.126273,convex,convex,0.366667,0.0666667,0.566667
289,0.607868,0.39055,0.130014,convex,convex,0.366667,0.1,0.533333
290,0.637994,0.281594,0.133273,convex,convex,0.366667,0.133333,0.5
291,0.652976,0.239585,0.134898,convex,convex,0.366667,0.166667,0.466667
292,0.670054,0.199477,0.136984,concave,concave,0.366667,0.2,0.433333
293,0.683337,0.173899,0.138593,concave,concave,0.366667,0.233333,0.4
294,0.693363,0.157115,0.139841,concave,concave,0.366667,0.266667,0.366667
295,0.703271,0.142629,0.141011,convex,convex,0.366667,0.3,0.333333
296,0.711255,0.13227,0.142129,concave,concave,0.366667,0.333333,0.3
297,0.722187,0.119666,0.143489,concave,concave,0.366667,0.366667,0.266667
298,0.726768,0.115302,0.144059,concave,concave,0.366667,0.4,0.233333
299,0.733807,0.108367,0.145114,convex,convex,0.366667,0.433333,0.2
300,0.735498,0.106965,0.14529,concave,concave,0.366667,0.466667,0.166667
301,0.742083,0.101405,0.146178,convex,convex,0.366667,0.5,0.133333
302,0.746443,0.0982939,0.146742,concave,concave,0.366667,0.533333,0.1
303,0.695739,0.0934192,0.421266,convex,convex,0.366667,0.566667,0.0666667
304,0.70553,0.0857371,0.437873,convex,convex,0.366667,0.6,0.0333333
305,0.723565,0.0742222,0.46903,convex,convex,0.366667,0.633333,0.0
306,0.491944,1.03259,0.130577,convex,convex,0.4,0.0,0.6
307,0.493396,1.03066,0.129667,convex,convex,0.4,0.0333333,0.566667
308,0.548253,0.708254,0.125498,convex,convex,0.4,0.0666667,0.533333
309,0.599836,0.424121,0.12943,convex,convex,0.4,0.1,0.5
310,0.62805,0.313663,0.132218,convex,convex,0.4,0.133333,0.466667
311,0.65066,0.245275,0.13468,convex,convex,0.4,0.166667,0.433333
312,0.665242,0.209933,0.136419,concave,concave,0.4,0.2,0.4
313,0.681375,0.177405,0.138348,concave,concave,0.4,0.233333,0.366667
314,0.686901,0.167378,0.139057,convex,convex,0.4,0.266667,0.333333
315,0.7011,0.145712,0.14073,convex,convex,0.4,0.3,0.3
316,0.705114,0.140053,0.141342,concave,concave,0.4,0.333333,0.266667
317,0.710632,0.132874,0.142083,concave,concave,0.4,0.366667,0.233333
318,0.721147,0.120696,0.143392,concave,concave,0.4,0.4,0.2
319,0.72337,0.118401,0.143664,concave,concave,0.4,0.433333,0.166667
320,0.735446,0.107097,0.145294,concave,concave,0.4,0.466667,0.133333
321,0.736902,0.105835,0.145545,concave,concave,0.4,0.5,0.1
322,0.689515,0.0989018,0.411669,convex,convex,0.4,0.533333,0.0666667
323,0.699594,0.0905919,0.427035,concave,concave,0.4,0.566667,0.0333333
324,0.710914,0.081999,0.447543,convex,convex,0.4,0.6,0.0
325,0.490414,1.03248,0.131588,convex,convex,0.433333,0.0,0.566667
326,0.490225,1.03254,0.131803,concave,concave,0.433333,0.0333333,0.533333
327,0.486808,0.996316,0.138454,convex,convex,0.433333,0.0666667,0.5
328,0.595655,0.443627,0.128945,convex,convex,0.433333,0.1,0.466667
329,0.620887,0.338616,0.131412,convex,convex,0.433333,0.133333,0.433333
330,0.642979,0.266599,0.133784,convex,convex,0.433333,0.166667,0.4
331,0.658654,0.225224,0.135656,convex,convex,0.433333,0.2,0.366667
332,0.672627,0.194285,0.137296,concave,concave,0.433333,0.233333,0.333333
333,0.6826,0.17487,0.138561,convex,convex,0.433333,0.266667,0.3
334,0.690512,0.161396,0.139517,convex,convex,0.433333,0.3,0.266667
335,0.700533,0.14632,0.14077,convex,convex,0.433333,0.333333,0.233333
336,0.709914,0.133773,0.141914,convex,convex,0.433333,0.366667,0.2
337,0.718255,0.124078,0.143005,concave,concave,0.433333,0.4,0.166667
338,0.72153,0.120244,0.143431,convex,convex,0.433333,0.433333,0.133333
339,0.728984,0.112896,0.144394,convex,convex,0.433333,0.466667,0.1
340,0.677884,0.110214,0.393688,convex,convex,0.433333,0.5,0.0666667
341,0.688022,0.100131,0.41043,convex,convex,0.433333,0.533333,0.0333333
342,0.702971,0.0879584,0.435336,concave,concave,0.433333,0.566667,0.0
343,0.490327,1.03291,0.131675,concave,concave,0.466667,0.0,0.533333
344,0.488544,1.02766,0.133489,concave,concave,0.466667,0.0333333,0.5
345,0.486868,0.971855,0.14161,convex,convex,0.466667,0.0666667,0.466667
346,0.58669,0.487022,0.128232,convex,convex,0.466667,0.1,0.433333
347,0.619744,0.342887,0.131374,convex,convex,0.466667,0.133333,0.4
348,0.640524,0.274052,0.133544,concave,concave,0.466667,0.166667,0.366667
349,0.654722,0.234761,0.135181,convex,convex,0.466667,0.2,0.333333
350,0.666975,0.205937,0.136612,convex,convex,0.466667,0.233333,0.3
351,0.680302,0.179232,0.138221,concave,concave,0.466667,0.266667,0.266667
352,0.685112,0.170814,0.138901,concave,concave,0.466667,0.3,0.233333
353,0.696832,0.151899,0.140285,concave,concave,0.466667,0.333333,0.2
354,0.704747,0.140542,0.141261,convex,convex,0.466667,0.366667,0.166667
355,0.712599,0.130671,0.142244,concave,concave,0.466667,0.4,0.133333
356,0.654936,0.138495,0.359378,concave,concave,0.466667,0.433333,0.1
357,0.664908,0.125452,0.373295,concave,concave,0.466667,0.466667,0.0666667
358,0.677861,0.110204,0.393924,convex,convex,0.466667,0.5,0.0333333
359,0.693128,0.0956669,0.418535,convex,convex,0.466667,0.533333,0.0
360,0.488831,1.02932,0.133125,concave,concave,0.5,0.0,0.5
361,0.488142,1.02584,0.133939,convex,convex,0.5,0.0333333,0.466667
362,0.487118,0.966588,0.142233,concave,concave,0.5,0.0666667,0.433333
363,0.583244,0.504317,0.127963,convex,convex,0.5,0.1,0.4
364,0.611284,0.375878,0.130476,convex,convex,0.5,0.133333,0.366667
365,0.632779,0.297654,0.132809,convex,convex,0.5,0.166667,0.333333
366,0.652784,0.2399,0.134971,concave,concave,0.5,0.2,0.3
367,0.663456,0.213689,0.136224,convex,convex,0.5,0.233333,0.266667
368,0.67203,0.195304,0.137239,convex,convex,0.5,0.266667,0.233333
