Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
35.9777,5.08636,3.60158,"1;1.43899;1.88277;2.03111;2.27016;2.42333;2.52311;2.70789;2.81446;3.01639;3.21111;3.19171;3.1728;3.49541;3.62545;3.59344;3.82292;3.94578;4.00309;4.09752;4.30283;4.34429;4.58315;4.70235;4.99389;5.33307;5.65186;6.00811;6.43551;6.61749;6.88271;7.24758;7.46987;7.8008;8.22459;8.3908;8.81628;9.23289;9.72318;10.0255;10.4576;10.6688;10.6902;10.9985;11.4377;11.6058;12.0096;12.1546;12.6073;13.0485;13.4161;13.5383;13.9637;14.338;14.6404;14.7767;14.7305;15.0209;15.2671;15.3027;15.3099;15.2951;15.3446;15.1409;15.2609;15.5939;15.8097;15.6931;15.5893;15.1988;14.9417;14.9799;15.2149;15.5578;16.0106;16.4505;16.8246;17.0933;17.4663;17.8045;18.2824;18.5164;18.9116;19.3406;19.5376;20.025;20.072;20.4804;20.4106;20.3828;20.3878;20.3361;20.288;20.0549;19.9378;20.1474;20.5251;20.7538;20.7665;21","15;14.7607;14.5303;14.3522;13.9745;13.6825;13.4806;13.0689;12.9661;12.5923;12.2502;11.9673;11.5863;11.2635;11.1242;10.7227;10.4058;10.0897;9.87223;9.68898;9.2515;9.07297;8.73729;8.61507;8.20886;7.8415;7.45631;7.10547;6.846;6.71783;6.56705;6.35068;5.98044;5.92011;5.66103;5.7408;5.81415;5.88123;5.90624;6.0253;6.11708;5.78308;5.46912;5.71067;5.9299;6.02165;6.16696;6.12917;6.14483;6.35726;6.56503;6.6185;6.80999;7.09192;7.45915;7.88145;8.15221;8.33405;8.7071;8.99691;9.16925;9.49551;9.92345;10.022;10.4604;10.5825;10.7374;11.0102;11.1844;11.2223;11.6144;11.8955;12.2202;12.2543;12.2804;12.2334;12.3466;12.6313;12.9089;12.8311;12.7455;12.7341;12.6203;12.8038;12.7453;12.6346;12.4989;12.786;12.96;13.2554;13.625;13.8298;14.1515;14.4575;14.9213;15.3586;15.1563;15.4443;15.3012;15",4.0965,"0;0.333333;0.666667"
22.3974,2.82888,11.1987,"1;1.22485;1.47064;1.96984;2.45547;2.77116;3.21245;3.57244;3.79441;4.09926;4.51462;4.72776;5.12124;5.38993;5.82716;5.98379;6.12826;6.50186;6.93083;7.33451;7.8004;8.16702;8.42818;8.70049;8.96928;9.41295;9.81712;10.2716;10.5429;10.9707;11.3262;11.6977;11.9748;12.3581;12.6829;13.1674;13.3103;13.7663;14.0851;14.4043;14.7985;15.1928;15.5848;16.0226;16.4146;16.6514;16.8835;17.141;17.3069;17.5983;17.9576;18.3132;18.6234;18.9329;19.3726;19.7241;20.004;20.2841;20.5819;21","15;15.0713;15.1688;15.1972;15.3162;15.5346;15.7647;15.9646;16.0464;16.0968;16.3222;16.6031;16.6052;16.957;17.1654;17.2635;17.3794;17.4958;17.5317;17.7221;17.8218;17.9403;18.0294;18.2648;18.2806;18.3159;18.3238;18.1797;18.3336;18.4613;18.5251;18.7288;18.7004;18.701;18.735;18.7932;18.7635;18.8004;18.7574;18.6316;18.4086;18.1523;18.0632;17.99;17.7175;17.4073;17.0961;16.7277;16.617;16.328;16.141;16.01;15.6418;15.577;15.4829;15.3421;15.3992;15.2463;15.0164;15",8.12975,"0;0.366667;0.633333"
32.3429,3.26527,2.60901,"1;1.2894;1.41787;1.54176;1.57345;1.82478;1.96512;1.9513;2.02038;2.23776;2.47511;2.7061;2.85141;3.1833;3.50589;3.70139;3.91756;3.98108;4.17036;4.39344;4.54969;4.71129;4.98924;5.03512;5.25951;5.47622;5.53121;5.82925;5.99728;6.12314;6.35605;6.43613;6.87285;7.28902;7.4357;7.85817;8.12811;8.60996;8.84289;9.31725;9.73069;10.1537;10.4955;10.7206;11.1816;11.4877;11.8859;12.1609;12.4336;12.7709;13.1079;13.5576;13.6248;14.0929;14.3363;14.6091;15.0899;15.3085;15.5951;15.7468;16.13;16.2611;16.5609;16.9165;17.1234;17.4777;17.7168;18.0126;18.3804;18.5401;18.8567;19.1365;19.3885;19.5165;19.8205;20.1512;20.5175;20.7097;21.0034;21.3645;21.6355;21.7126;21.846;21.8295;21.7163;21.645;21.5045;21.4829;21.5045;21.3507;21","15;14.8916;14.7068;14.3964;14.2135;13.8172;13.4263;13.1564;12.74;12.6462;12.5361;12.1579;11.753;11.5621;11.1905;10.9873;10.6172;10.3678;10.0057;9.72212;9.5178;9.27648;8.98877;8.66184;8.33517;8.01485;7.70015;7.352;6.88287;6.74907;6.47161;6.26375;6.06059;5.93537;5.85571;5.62947;5.52306;5.42094;5.40601;5.44599;5.36757;5.30193;5.3604;5.3597;5.52682;5.56379;5.66015;5.84817;5.98818;5.92513;5.84085;5.92276;5.93077;5.91381;5.95285;5.98792;6.00597;6.18618;6.56021;6.66067;6.96921;7.15906;7.43504;7.54345;7.81145;7.9561;8.20397;8.58249;8.89154;8.91041;9.24251;9.55;9.85993;10.0605;10.235;10.5077;10.8296;11.004;11.0637;11.3178;11.4164;11.7797;12.2513;12.6134;13.0802;13.3912;13.5961;13.9875;14.4249;14.8178;15",2.87151,"0;0.4;0.6"
23.7767,5.29052,11.8883,"1;1.49978;1.97906;2.40451;2.84865;3.25239;3.22311;3.72156;4.03006;4.38037;4.54021;4.9168;5.41487;5.9148;6.4103;6.80862;7.29935;7.79834;8.27372;8.77265;8.90499;8.82461;9.20896;9.65099;10.0944;10.592;10.8506;10.999;11.4061;11.5592;12.0591;12.4174;12.9071;13.3716;13.6937;14.1752;14.6417;14.9828;15.3962;15.8754;16.238;16.4553;16.793;17.2587;17.6968;18.1786;18.6741;19.1093;19.5445;19.8667;20.2762;20.4254;20.8792;21","15;15.015;15.1574;15.3293;15.5219;15.7805;16.2236;16.2629;16.4389;16.4428;16.447;16.416;16.3722;16.364;16.4309;16.1287;16.2245;16.1926;16.0377;16.0704;16.5282;17.02;17.3398;17.5735;17.8045;17.8538;18.0004;18.1525;18.2787;18.5108;18.5008;18.1521;18.0514;17.9654;17.9498;18.0846;18.1566;17.8051;17.8446;17.702;17.3577;16.9074;16.5387;16.3567;16.1157;16.2493;16.3159;16.0697;15.8235;15.5838;15.4633;15.4881;15.3206;15",9.02928,"0;0.433333;0.566667"
22.597,2.74628,11.2985,"1;1.35109;1.63014;1.98017;2.37331;2.81463;3.20926;3.5234;3.89163;4.1154;4.53884;4.7751;4.9575;5.27714;5.34826;5.74461;6.16971;6.36338;6.69538;7.09306;7.46842;7.71305;8.09354;8.45377;8.84659;9.20742;9.59009;10.0861;10.4822;10.8728;11.2728;11.7672;12.1957;12.5546;13.0141;13.4676;13.7889;14.1478;14.583;14.8732;15.1895;15.6628;15.8319;16.2639;16.6415;16.9111;17.201;17.3465;17.7026;18.184;18.5526;18.9555;19.328;19.6309;19.9495;20.1424;20.3992;20.5891;21","15;15.3255;15.5468;15.7333;15.9307;16.05;16.1906;16.2784;16.1007;16.2143;16.3866;16.6013;16.7019;17.048;17.2371;17.5325;17.6324;17.6735;17.967;17.9608;17.9411;18.027;18.2985;18.3391;18.5723;18.5796;18.606;18.6633;18.8029;18.867;18.9798;18.9928;18.8169;18.6794;18.5233;18.514;18.4464;18.4606;18.4472;18.3902;18.2261;18.1129;18.0114;17.7596;17.571;17.3858;17.2091;17.0914;17.1097;16.983;16.8783;16.6742;16.4811;16.5415;16.2235;15.9432;15.5191;15.2234;15",7.30747,"0;0.466667;0.533333"
32.5331,3.15551,2.55729,"1;1.34688;1.5972;1.8131;1.90532;2.13982;2.32817;2.52951;2.63113;2.96438;3.12883;3.52665;3.72458;4.00902;4.16796;4.34123;4.73557;4.87316;5.11019;5.10797;5.24969;5.33855;5.39274;5.48061;5.78952;5.8768;6.1318;6.41807;6.7246;7.09572;7.34871;7.76413;8.01613;8.30329;8.55167;8.79346;8.98602;9.34212;9.74044;10.1845;10.4729;10.8696;11.3043;11.664;12.0794;12.5668;12.9938;13.4043;13.8583;14.3232;14.8173;14.9559;15.341;15.4949;15.9079;16.2559;16.6902;17.0492;17.2659;17.6962;17.972;18.1666;18.329;18.2927;18.2776;18.5313;18.8078;19.1961;19.3103;19.3714;19.54;19.6493;19.488;19.7354;19.8253;19.9328;20.2307;20.2137;20.3488;20.4776;20.5845;20.6946;20.6325;20.819;20.8797;20.8798;21","15;14.7268;14.4616;14.0813;13.9439;13.5415;13.082;12.8087;12.3926;12.3258;12.2908;12.0774;11.7272;11.383;10.9928;10.7405;10.5615;10.1993;9.80997;9.69117;9.39705;8.95739;8.8399;8.38787;8.15512;7.9005;7.48935;7.09976;6.78409;6.50966;6.13001;5.94043;5.85979;5.79943;5.56716;5.35483;5.03451;5.06665;5.06258;4.90911;4.95757;5.06657;5.05322;5.17345;5.42432;5.47227;5.36031;5.42393;5.31604;5.24541;5.21568;5.3864;5.65212;5.69692;5.80357;5.82173;5.8453;6.1853;6.32014;6.53273;6.66543;6.90751;7.28989;7.67305;8.12572;8.31371;8.60791;8.86342;9.02302;9.33277;9.6851;10.0367;10.3277;10.5487;11.0354;11.2551;11.471;11.6428;12.1189;12.476;12.8184;13.2529;13.6155;14.0212;14.4522;14.7041;15",2.8564,"0;0.5;0.5"
27.7774,3.78593,12.2434,"1;1.47116;1.78531;2.2455;2.52176;2.65809;2.65394;3.07987;3.57861;4.03492;4.266;4.74194;5.15997;5.65774;5.70345;5.89117;6.15875;6.58152;6.95618;7.18379;7.45882;7.95255;8.38966;8.77529;9.17258;9.64297;10.1357;10.3518;10.6214;10.9738;11.4596;11.8771;12.375;12.8364;13.2301;13.5725;14.0226;14.3965;14.59;14.4837;14.714;14.9359;15.1745;15.2825;15.616;15.8635;15.906;16.3143;16.6713;16.8513;17.2659;17.3504;17.8261;17.8968;18.3795;18.5775;18.7928;19.2849;19.6023;19.8573;20.1122;20.4108;20.8073;20.9214;21","15;14.8326;15.2216;15.4171;15.4183;15.708;16.0135;16.2754;16.2399;16.4443;16.8877;17.041;17.3153;17.3624;17.6057;17.8674;18.1519;18.4188;18.4587;18.4059;18.5816;18.6605;18.9033;18.9207;19.078;19.2475;19.1628;19.22;19.2817;18.927;18.8223;18.6451;18.5989;18.4063;18.4776;18.5941;18.3763;18.0444;17.5833;17.0947;16.6509;16.4098;15.9718;15.5087;15.1362;14.7018;14.2036;13.915;13.5649;13.2535;13.0651;12.7307;12.6295;12.6317;12.6295;12.3501;12.1679;12.256;12.6424;13.0725;13.5026;13.9037;14.1779;14.6647;15",7.73276,"0;0.533333;0.466667"
23.4255,87.6858,11.7128,"1;1.48218;1.98188;2.39179;2.833;3.33262;3.7536;4.2457;4.74564;5.20556;5.6685;6.07668;6.57367;6.9568;7.33519;7.80705;8.22229;8.72048;8.8463;9.07311;9.48776;9.88534;10.2613;10.7612;11.2577;11.4393;11.7842;12.2788;12.704;13.1852;13.6656;13.9979;14.2162;14.5257;14.9449;15.2945;15.4679;15.747;16.1131;16.4966;16.9926;17.4119;17.8312;18.2505;18.6698;19.1642;19.4965;19.9045;20.1962;20.6504;21","15;14.8677;14.8851;15.1714;15.4067;15.4262;15.1564;15.245;15.2377;15.0415;14.8526;15.1414;15.1962;14.8749;15.2017;15.3671;15.0886;15.1311;15.2989;15.4856;15.765;16.0682;16.3978;16.3847;16.3256;16.7915;17.1535;17.0807;17.3437;17.2078;17.3465;17.5339;17.654;17.2826;17.0905;17.2166;17.2107;17.5201;17.8607;17.5399;17.603;17.3306;17.0583;16.7859;16.5136;16.4389;16.0653;15.7763;15.3702;15.161;15",54.7642,"0;0.566667;0.433333"
23.4358,3.76498,11.7179,"1;1.41451;1.88851;2.37292;2.84522;3.3383;3.79392;4.17478;4.67467;5.17457;5.67456;6.06716;6.52697;6.8032;7.29581;7.74571;7.99443;8.45828;8.81891;9.08903;9.46482;9.75796;10.0181;10.462;10.9119;11.1893;11.6533;12.1016;12.4541;12.6015;13.0623;13.5532;14.0499;14.3683;14.6539;15.0339;15.4267;15.4636;15.9383;16.4381;16.8867;17.3864;17.439;17.9368;18.4351;18.8716;19.341;19.6937;20.1396;20.5854;21","15;15.2796;15.4387;15.3149;15.1508;15.2336;15.0277;15.3516;15.3412;15.3307;15.3295;15.6391;15.8355;16.2523;16.3379;16.556;16.9898;17.1764;17.5228;17.7466;17.6536;17.6458;18.0728;18.3029;18.5211;18.937;18.7508;18.5293;18.5343;18.5364;18.3423;18.4376;18.381;17.9955;17.5851;17.6874;17.5496;17.425;17.268;17.2552;17.0343;17.0185;16.5213;16.4748;16.4337;16.1897;16.0174;15.6631;15.4368;15.2104;15",6.94616,"0;0.6;0.4"
24.2116,2.91049,12.1058,"1;1.49989;1.99989;2.49737;2.9842;3.29199;3.65785;4.13035;4.54198;5.03332;5.53186;5.99749;6.43688;6.74205;7.22338;7.61281;8.04323;8.46935;8.8822;9.36958;9.73963;10.1252;10.5699;10.7757;11.196;11.6467;11.9097;12.2627;12.4076;12.8532;13.2953;13.5725;14.0707;14.4898;14.909;15.404;15.553;16.0441;16.4522;16.8603;17.2235;17.7213;18.2013;18.5565;18.8792;19.1871;18.9634;19.226;19.5115;19.9972;20.4299;20.9298;21","15;15.0104;15.0101;15.0603;14.9462;15.3403;15.6811;15.8446;16.1284;16.2211;16.183;16.3652;16.6038;16.9998;17.1352;17.4488;17.4843;17.7009;17.9829;18.0946;18.323;18.5926;18.6415;18.516;18.7868;18.9458;18.881;18.8575;19.1079;19.3347;19.3813;19.504;19.5072;19.2346;18.9619;18.8912;18.4139;18.508;18.2191;17.9303;17.5866;17.6337;17.7736;17.4217;17.0398;16.6459;16.1987;15.7733;15.3628;15.2444;14.9937;14.9992;15",6.2821,"0;0.633333;0.366667"
23.2693,2.45498,11.6346,"1;1.3648;1.75945;2.18393;2.3684;2.79744;3.12093;3.54917;3.60252;3.91073;4.16782;4.51732;4.83214;5.03185;5.24335;5.60013;5.71018;6.08325;6.42149;6.73176;7.1219;7.53572;7.76013;8.05133;8.33574;8.63429;9.09394;9.30885;9.75738;10.0925;10.4722;10.8283;11.2613;11.7047;12.1445;12.4073;12.6651;12.853;13.3431;13.5478;13.8412;14.1986;14.3662;14.741;15.1995;15.4288;15.886;16.2618;16.5964;16.7583;17.1161;17.1994;17.6289;17.9684;18.3166;18.6295;18.8704;19.2574;19.5138;19.725;20.0548;20.3841;20.7616;21","15;15.0597;15.0568;14.9773;14.9073;15.089;15.3462;15.4828;15.5255;15.8709;16.1122;16.3314;16.6615;16.7108;17.0345;17.2851;17.4727;17.6993;18.0064;18.2525;18.5116;18.6574;18.6789;18.7692;18.8297;18.8779;18.9093;18.889;19.0776;19.1;19.3123;19.4338;19.5944;19.7071;19.75;19.4617;19.2401;18.8067;18.8713;18.9505;18.9143;18.8687;18.8346;18.7347;18.6106;18.4511;18.2557;18.1005;17.9319;17.8589;17.6488;17.6088;17.3865;17.2004;16.8417;16.6447;16.4696;16.153;15.7467;15.6361;15.4443;15.2196;15.1641;15",5.51486,"0;0.666667;0.333333"
29.9177,3.02416,2.74946,"1;1.37721;1.87371;1.97752;2.16529;2.29935;2.53984;2.72217;2.93209;3.10001;3.18229;3.4809;3.75191;3.91209;4.18838;4.25114;4.3677;4.44622;4.76041;4.97935;5.25359;5.49263;5.82484;6.14959;6.46523;6.65612;6.96986;7.2513;7.42233;7.48596;7.77664;7.96816;8.38617;8.77157;9.06184;9.47756;9.81051;10.0816;10.5221;10.9543;11.3711;11.8186;12.0419;12.4466;12.9154;13.2389;13.6586;13.8711;14.314;14.6262;15.0758;15.4311;15.7114;16.0213;16.1303;16.4322;16.8916;17.3678;17.6439;17.8968;18.0794;18.2223;18.3869;18.5558;18.8176;19.0002;19.2273;19.4457;19.6217;19.8158;19.9071;19.9532;19.9858;20.145;20.1659;20.507;20.6688;20.6927;20.8521;20.8402;20.8813;20.9844;21","15;14.6718;14.6127;14.3112;14.0044;13.888;13.6064;13.3562;12.9123;12.6113;12.4712;12.0703;11.8127;11.5235;11.1196;10.786;10.563;10.3008;9.95552;9.57756;9.17582;8.78725;8.53875;8.23186;7.91368;7.76212;7.65738;7.40148;7.27482;7.23135;7.04459;6.84529;6.62677;6.44428;6.42871;6.15911;6.08443;5.82571;5.73383;5.74422;5.59659;5.54899;5.54334;5.59674;5.61645;5.84951;6.03949;6.13454;6.26386;6.35966;6.46234;6.75014;6.88568;7.08501;7.15869;7.36427;7.55869;7.71094;7.92896;8.19464;8.46146;8.62045;8.85979;9.2234;9.41713;9.54735;9.83563;10.2654;10.4481;10.6611;10.9295;11.3431;11.8103;12.2803;12.5323;12.7632;13.0847;13.4737;13.9383;14.3785;14.7602;14.9286;15",2.94175,"0;0.7;0.3"
23.6884,7.64215,11.8442,"1;1.46158;1.89956;2.39803;2.72206;3.22086;3.6494;4.1044;4.47516;4.87182;5.34679;5.84277;6.31924;6.81885;7.26496;7.64285;7.84158;8.11708;8.31295;8.797;8.87935;9.29203;9.7911;10.2446;10.7097;11.0886;11.5881;12.002;12.3879;12.7008;13.2008;13.6729;14.1255;14.4869;14.6009;15.0677;15.5545;16.0417;16.5377;17.0163;17.5031;17.5709;18.0336;18.5331;18.9583;19.3821;19.8186;20.3181;20.7934;21","15;15.1922;15.4334;15.4724;15.8532;15.8879;15.6303;15.423;15.3659;15.1322;14.976;14.9127;15.0642;15.0841;15.3098;15.6373;16.0961;16.5133;16.9734;17.0987;17.1004;17.0283;17.0588;17.2693;17.0859;16.7595;16.7375;17.0181;17.336;17.7259;17.7191;17.5545;17.3752;17.0358;16.5489;16.3697;16.2557;16.1434;16.0802;15.9354;15.8211;15.3257;15.1362;15.1132;14.8502;14.5848;14.8286;14.8497;14.6944;15",8.7627,"0;0.733333;0.266667"
32.0017,3.09676,2.69564,"1;1.23898;1.49178;1.82285;1.97337;2.24534;2.49047;2.68336;2.87539;3.2315;3.2358;3.40072;3.51117;3.78281;4.11799;4.33084;4.68046;4.7471;4.88327;5.09635;5.05379;5.04398;4.94411;4.97674;5.03467;5.23672;5.49839;5.7721;6.09943;6.35766;6.68256;7.08145;7.47399;7.7358;7.99875;8.41231;8.85354;9.25144;9.69255;10.0751;10.5347;10.8461;11.194;11.5866;12.0543;12.5366;12.8063;13.2052;13.6755;13.9321;13.9838;14.4422;14.4833;14.9346;15.2113;15.6535;15.9085;16.3245;16.6853;17.0418;17.3605;17.685;17.9311;18.1711;18.5038;18.7036;19.0133;19.3315;19.5369;19.6921;19.8018;20.0259;20.1507;20.3871;20.5158;20.6228;20.6644;20.5875;20.4793;20.7417;20.7747;20.5967;20.5296;20.7021;20.8918;21.054;21","15;14.8529;14.4555;14.1159;13.9663;13.632;13.3457;12.9007;12.6213;12.4746;11.9969;11.7567;11.4822;11.1853;10.8506;10.5464;10.269;10.0949;9.76423;9.46059;9.18951;8.76149;8.40884;7.9932;7.56568;7.31786;7.04452;6.773;6.70958;6.60507;6.45388;6.33601;6.07524;6.01882;5.79181;5.66993;5.63626;5.60397;5.39766;5.35567;5.40545;5.29271;5.33807;5.55976;5.67706;5.73578;5.92588;5.85287;5.74666;6.00295;6.08714;5.97468;6.10844;6.17295;6.19781;6.39266;6.53721;6.78911;6.89753;7.23678;7.49931;7.85008;8.06547;8.25594;8.5448;8.76064;9.09005;9.3851;9.66335;9.92411;10.2459;10.4655;10.9088;11.1625;11.37;11.5707;12.0562;12.4583;12.7663;12.9778;13.3429;13.6876;13.9328;14.3645;14.6037;14.9826;15",3.00317,"0;0.766667;0.233333"
31.3272,3.05491,2.78586,"1;1.12609;1.55312;1.77841;2.04392;2.30679;2.64308;2.82514;3.0418;3.31257;3.4841;3.62796;3.97299;4.09049;4.26632;4.43877;4.51685;4.74486;4.75359;4.87682;5.04919;5.17992;5.47838;5.52794;5.67919;5.83455;6.09643;6.34569;6.78832;6.90563;7.27625;7.74249;8.20052;8.55224;8.85523;9.18315;9.48677;9.91079;10.2627;10.4231;10.8139;11.1474;11.3912;11.7492;12.2414;12.3958;12.7048;13.027;13.3337;13.6821;14.0799;14.5499;14.9653;15.126;15.5929;15.7789;16.1435;16.3129;16.4557;16.5848;16.8596;17.041;17.4754;17.7501;18.0391;18.155;18.5894;18.7088;18.7933;18.636;18.914;19.2791;19.5362;19.7647;20.0298;20.4748;20.8685;21.1137;21.12;21.0996;21.1583;21.1344;21.1025;21.1481;21","15;14.888;14.636;14.5207;14.3403;14.0003;13.7155;13.4921;13.0949;12.8278;12.5458;12.2499;11.9686;11.6887;11.2728;10.8046;10.4659;10.1042;9.61234;9.19869;8.86825;8.61181;8.2961;7.81515;7.49482;7.08946;6.84551;6.56389;6.56289;6.3121;6.07601;6.14704;6.09361;6.19965;6.18616;6.04492;6.00488;5.88339;6.03571;6.0827;6.04539;6.06606;6.03198;6.05462;6.01567;5.95376;5.78721;5.69798;5.80105;5.84559;6.14817;6.28747;6.54282;6.66499;6.80898;7.17009;7.4897;7.69013;8.07674;8.46616;8.67195;8.83928;9.06523;9.36706;9.53832;9.75053;9.99344;10.1487;10.5313;10.9559;11.2278;11.5091;11.7222;11.9301;12.3444;12.532;12.6352;12.8207;13.1872;13.5009;13.7641;14.1595;14.5652;14.7938;15",3.0011,"0;0.8;0.2"
34.7471,3.09911,3.28974,"1;1.48306;1.91715;2.35672;2.69352;2.73298;2.72908;2.74707;2.65183;2.95334;3.04447;3.1799;3.21333;3.34622;3.36439;3.425;3.52812;3.51397;3.61627;3.89594;3.96722;4.01733;4.16086;4.24492;4.29993;4.49944;4.7536;4.83351;4.96165;5.26208;5.60102;5.70043;5.70674;6.15787;6.45066;6.77626;7.14591;7.53007;7.95061;8.23163;8.63757;9.10279;9.55896;9.86676;10.1818;10.6373;11.0958;11.4424;11.8903;12.3053;12.5001;12.7488;13.223;13.5708;14.0128;14.2079;14.5723;14.9127;15.3852;15.8349;16.1681;16.4404;16.8044;17.0862;17.3406;17.7482;18.1219;18.4433;18.5745;18.9867;19.4596;19.7541;20.0319;20.147;20.4287;20.6976;20.9915;21.0542;21.1595;21.286;21.2308;21.1159;20.951;20.9294;21.1528;21.1941;21.2308;21.1577;21.1644;21.1929;21.2551;21.122;21","15;15.0893;15.2362;15.2217;14.8854;14.6419;14.3839;14.0564;13.7642;13.4719;13.3422;12.9343;12.68;12.3478;12.0236;11.7092;11.3719;11.1431;10.8004;10.518;10.2079;10.0988;9.66226;9.20316;8.84692;8.56662;8.15049;7.81432;7.60349;7.26038;7.0603;6.84794;6.39215;6.35134;6.02013;5.71747;5.58008;5.60303;5.79919;5.70303;5.89313;5.94717;5.75082;5.62299;5.71092;5.66826;5.55505;5.66655;5.71581;5.52932;5.38264;5.19748;5.33069;5.32975;5.1712;5.10972;5.36347;5.49153;5.50498;5.54061;5.83946;6.0823;6.30099;6.41786;6.48335;6.74384;6.97148;7.00417;7.21336;7.44166;7.58279;7.78652;8.14286;8.57265;8.88939;9.29419;9.66789;9.73453;10.0007;10.4032;10.5707;10.9839;11.3148;11.7739;12.1885;12.6597;12.874;13.033;13.5324;13.9189;14.3968;14.6954;15",3.13088,"0;0.833333;0.166667"
34.0593,3.00045,2.93136,"1;1.41881;1.53167;1.90937;2.21922;2.28923;2.53066;2.86077;3.09475;3.20483;3.35086;3.5564;3.78952;3.65325;3.77111;4.15663;4.2777;4.42482;4.24774;4.3279;4.64146;4.85411;4.90285;4.94355;5.0576;5.25494;5.27648;5.65752;5.73401;5.97369;6.14007;6.44878;6.75856;6.97983;7.43226;7.52144;7.94862;8.32545;8.74767;8.90033;9.25148;9.54118;9.92353;10.3747;10.7314;10.9649;11.4545;11.9278;12.2854;12.6788;13.1284;13.3743;13.7868;14.1959;14.5781;14.9166;15.3995;15.8151;16.135;16.5402;16.8306;17.0466;17.1296;17.4728;17.7941;18.27;18.6781;18.9135;19.2719;19.5746;19.7025;20.1029;20.3239;20.5432;20.7023;21.0517;21.1173;20.8995;20.8344;20.8792;20.9861;21.2677;21.1723;20.8418;20.9069;20.7584;20.6735;20.6509;20.6429;20.6657;20.7258;21","15;14.7273;14.6973;14.5402;14.2933;14.2612;14.1469;13.8342;13.4423;13.2295;12.9506;12.6541;12.3738;11.9;11.4646;11.1736;10.7647;10.3496;9.89558;9.47433;9.09456;8.90399;8.4527;8.03014;7.82787;7.42262;7.2994;7.10584;7.01293;6.68725;6.4803;6.356;6.19757;6.07579;5.89149;5.85561;5.74036;5.84133;5.72486;5.64756;5.32562;5.20866;4.96353;4.89908;4.86566;5.05465;5.13299;5.23069;5.11126;4.97336;5.00435;4.95028;5.0311;5.18034;5.48522;5.60634;5.66071;5.77179;5.98939;6.26368;6.54883;6.9931;7.16015;7.26696;7.16854;7.15993;7.43579;7.78739;8.03838;8.21994;8.3063;8.59881;8.82068;9.17859;9.36329;9.64345;10.0315;10.3807;10.8517;11.0058;11.348;11.7579;12.0621;12.2781;12.515;12.913;13.3463;13.7497;13.9152;14.319;14.6669;15",2.99124,"0;0.866667;0.133333"
25.7696,2.16932,12.8848,"1;1.39429;1.85747;2.08009;2.24166;2.35477;2.75047;3.04058;3.30849;3.37773;3.81707;3.93216;4.162;4.49575;4.86157;5.13742;5.44977;5.77967;6.04118;6.30171;6.61824;7.02964;7.49359;7.67856;8.16982;8.61613;9.10371;9.28662;9.68635;9.89835;10.2477;10.5405;10.7825;11.0354;11.4851;11.8447;12.2867;12.534;12.8711;13.0889;13.4355;13.861;14.1891;14.5419;14.6702;15.0919;15.3666;15.673;15.9053;16.1546;16.4135;16.7839;16.8537;17.136;17.4398;17.8399;18.1381;18.4826;18.6258;19.0813;19.3571;19.7341;19.895;20.1121;20.3753;20.6357;20.7155;21","15;15.0691;15.1231;15.2218;15.6252;15.9542;16.2529;16.2937;16.7159;16.8933;17.0814;17.26;17.6239;17.9835;18.1632;18.2214;18.357;18.7327;18.9265;19.1701;19.4434;19.6768;19.7644;19.7933;19.8716;19.9675;20.0005;20.0121;20.2801;20.3711;20.7049;21.0575;21.4734;21.6622;21.836;21.7581;21.607;21.55;21.3374;21.2289;21.0877;21.1213;21.0623;21.0509;20.7379;20.5664;20.3494;20.0862;19.8295;19.6428;19.4295;19.119;18.6453;18.3447;18.0566;17.7567;17.4531;17.2605;17.3151;17.1149;16.8572;16.6025;16.4173;16.0898;15.8136;15.5781;15.1882;15",3.24087,"0;0.9;0.1"
25.887,2.04729,12.9435,"1;1.24502;1.46514;1.85482;2.26852;2.59776;2.99951;3.32293;3.56528;3.6969;3.9278;4.2283;4.42345;4.71981;4.87066;5.21831;5.5187;5.71663;6.12347;6.41073;6.80206;7.04246;7.33261;7.69639;7.9375;8.24466;8.53145;8.82683;8.96144;9.41609;9.84812;10.2966;10.7624;11.1432;11.4837;11.9571;12.318;12.753;12.8841;13.322;13.7664;14.1808;14.2943;14.6746;15.1163;15.562;15.6839;16.0686;16.5436;16.799;17.0346;17.2812;17.4984;17.746;18.1347;18.39;18.5858;18.7755;18.8881;19.187;19.6019;19.8595;20.0317;20.1041;20.0684;20.1514;20.3321;20.5622;20.9609;21","15;15.0837;15.1834;15.2965;15.4378;15.7741;16.031;16.1683;16.5146;16.9575;17.1798;17.4496;17.446;17.7396;17.7631;18.073;18.3947;18.6083;18.8778;19.0843;19.3709;19.5723;19.8859;20.2121;20.4017;20.5232;20.6658;20.9124;20.9497;21.1183;21.0645;21.1362;21.0688;20.8327;20.8786;21.0234;21.2198;21.2326;21.2149;21.2343;21.1221;20.9885;20.8568;20.8323;20.8622;20.8011;20.8267;20.5847;20.497;20.392;20.3827;20.3715;20.1829;19.8644;19.5922;19.3052;18.9086;18.5929;18.4592;18.2793;18.0087;17.7785;17.46;17.1548;16.7105;16.3821;15.9461;15.6768;15.4561;15",2.77371,"0;0.933333;0.0666667"
